Sweep	Chain_1	Chain_2	Chain_3	
2979	-96.17994384732	-141.2951779879	-140.1539751848	
2980	-94.70459979156	-157.5192921219	-141.8327936912	
2981	-101.3523056939	-127.9280875639	-155.4842802562	
2982	-106.6781090026	-141.6717998037	-141.7645029504	
2983	-106.6781090026	-141.7645029504	-141.6717998037	
2984	-106.6781090026	-141.6717998037	-141.7645029504	
2985	-110.8801986644	-127.8658698121	-134.3567297043	
2986	-110.8801986644	-127.8658698121	-134.3567297043	
2987	-89.01628196104	-136.3506020243	-126.6127937871	
2988	-89.01628196104	-139.1494284843	-133.3144229279	
2989	-89.18516340404	-127.8661841124	-122.2246016898	
2990	-89.05322002997	-122.2853036369	-127.9066385644	
2991	-89.44279319218	-122.1810889397	-127.8636576378	
2992	-101.7253184637	-116.0894888578	-133.0704712694	
2993	-100.9752333884	-144.8638293453	-137.0101531394	
2994	-100.9752333884	-137.0101531394	-144.8638293453	
2995	-104.9580768297	-117.831253248	-147.3538999881	
2996	-105.2154228465	-118.2502973666	-147.2677586139	
2997	-117.8547214231	-104.9723372848	-147.3162549546	
2998	-117.8547214231	-104.9723372848	-147.3162549546	
2999	-104.9723372848	-117.8547214231	-147.3162549546	
3000	-117.8547214231	-111.6431814932	-147.3162549546	
3001	-111.6431814932	-117.8547214231	-147.3162549546	
3002	-97.69355759084	-137.6907090235	-127.1835116557	
3003	-96.60203056145	-138.1113650936	-128.2849279084	
3004	-96.60203056145	-133.5431382044	-125.3131808814	
3005	-96.78903606416	-148.028896558	-120.5129674447	
3006	-96.73591578681	-120.5535710769	-148.0490186012	
3007	-96.73591578681	-120.5535710769	-148.0490186012	
3008	-96.73591578681	-120.5535710769	-148.0490186012	
3009	-96.73591578681	-120.5535710769	-148.0490186012	
3010	-96.73591578681	-120.5535710769	-148.0490186012	
3011	-102.5754985425	-160.2718488555	-128.9882301816	
3012	-93.81790337634	-138.602389787	-140.9353343086	
3013	-93.81790337634	-138.602389787	-140.9353343086	
3014	-93.90236829418	-140.9277903493	-138.4927095301	
3015	-93.53839804542	-141.3257072495	-139.6565119699	
3016	-93.53839804542	-129.1298845625	-165.3452653005	
3017	-93.59393125912	-127.6474298651	-151.3768065118	
3018	-93.59393125912	-130.5372541875	-120.8677849355	
3019	-130.5372541875	-97.36362528939	-118.7117252797	
3020	-97.36362528939	-130.5372541875	-118.7117252797	
3021	-94.40211107129	-127.844172416	-137.0200131889	
3022	-94.06285671692	-128.4189706027	-137.4999775393	
3023	-128.1042329306	-94.13399474399	-137.2044719286	
3024	-94.13399474399	-120.3087444735	-136.5789091641	
3025	-94.42248333901	-120.0505135643	-136.4675098562	
3026	-94.20591876838	-120.1939013515	-136.5077848109	
3027	-99.93248965584	-132.6818226806	-126.9498084604	
3028	-95.83829893559	-142.2604375235	-136.1637828685	
3029	-93.60872907609	-127.8783642764	-144.5739552192	
3030	-93.60872907609	-144.5739552192	-127.8783642764	
3031	-93.60872907609	-127.8783642764	-144.5739552192	
3032	-93.60872907609	-132.8915480285	-133.4036640198	
3033	-93.60872907609	-132.0143562409	-131.0918608879	
3034	-93.60872907609	-132.0143562409	-131.0918608879	
3035	-93.89452544371	-128.7516492477	-132.0143562409	
3036	-93.74413829307	-132.0842880792	-128.870435501	
3037	-99.14475611554	-134.0273619219	-147.3643318881	
3038	-94.28598119843	-145.8492785796	-136.6496047575	
3039	-94.69743443582	-136.3567695708	-145.7322184629	
3040	-93.61376545147	-138.0674543384	-146.7358047472	
3041	-93.61376545147	-138.0674543384	-146.7358047472	
3042	-93.63756812563	-140.4568676952	-148.5311991626	
3043	-93.63155327007	-137.9729200569	-146.6698918419	
3044	-102.4382901716	-124.1445947058	-167.3030703221	
3045	-98.59114109649	-135.0092869787	-142.7748861735	
3046	-90.49728779572	-132.8434551412	-132.2659974766	
3047	-99.97021547056	-139.1631158797	-137.3325308175	
3048	-100.0084576819	-138.8676015457	-136.9036358703	
3049	-97.39856884583	-130.6950553278	-139.4570855803	
3050	-97.39856884583	-130.6950553278	-139.4570855803	
3051	-97.39856884583	-139.4570855803	-130.6950553278	
3052	-90.67493007088	-124.9575908333	-142.5917267327	
3053	-91.80239435636	-124.9221130204	-142.5920737785	
3054	-91.80239435636	-134.6408480183	-143.3459143621	
3055	-103.7173356838	-124.0931427472	-121.8188445882	
3056	-103.7173356838	-121.8188445882	-124.0931427472	
3057	-121.8188445882	-103.7173356838	-124.0931427472	
3058	-121.5453443006	-103.9817166855	-123.6623639558	
3059	-121.5776442375	-103.8286151198	-123.7450364834	
3060	-115.1352394276	-103.4398731222	-145.1476923181	
3061	-117.0414669403	-122.0299563038	-151.0341451838	
3062	-114.9520797287	-133.0031115747	-149.3434400466	
3063	-96.56680397799	-119.8833843097	-132.3811339809	
3064	-119.8833843097	-96.56680397799	-132.3811339809	
3065	-108.9770571496	-125.5033305055	-137.0201357815	
3066	-108.9770571496	-125.5033305055	-137.0201357815	
3067	-114.2490772203	-110.2605400594	-124.2038375921	
3068	-109.9971479338	-114.2250499853	-124.3517469689	
3069	-114.8040197336	-109.9487374001	-125.5895540625	
3070	-109.9487374001	-114.8040197336	-125.5895540625	
3071	-109.8507093889	-114.3522360417	-124.7253502681	
3072	-109.8646852064	-114.3145433453	-124.6366817136	
3073	-114.3145433453	-109.8646852064	-124.6366817136	
3074	-114.3145433453	-109.8646852064	-124.6366817136	
3075	-114.3145433453	-109.8646852064	-124.6366817136	
3076	-108.8776098886	-105.3414267361	-148.9595940965	
3077	-105.2333467904	-109.0494346389	-148.3256078341	
3078	-96.2547520385	-109.2745367643	-138.2634766264	
3079	-105.9016076484	-112.3471546294	-132.1200425391	
3080	-107.784335247	-122.2724060966	-131.8323611747	
3081	-107.784335247	-122.2724060966	-131.8323611747	
3082	-108.1154947079	-131.7082983199	-122.0667219658	
3083	-103.2893439993	-130.8377576107	-139.8448472813	
3084	-131.2280458145	-103.0558505187	-140.3093501136	
3085	-102.9039948903	-118.179449881	-132.1583187049	
3086	-92.83801995052	-104.2575227419	-136.1344204218	
3087	-93.75442668214	-104.1367900484	-135.0508630195	
3088	-99.2719458905	-93.75442668214	-126.9817176109	
3089	-99.5674170561	-94.40810290455	-147.0924837168	
3090	-106.145525042	-101.1549802912	-133.4957936197	
3091	-98.88060737902	-104.2985703754	-143.0048249443	
3092	-104.2377125603	-94.85574648188	-159.8489754161	
3093	-114.1858600682	-120.4246785536	-131.0124901138	
3094	-107.762420935	-121.4860773418	-135.622215092	
3095	-106.8677495893	-135.1432373102	-120.7933194285	
3096	-106.8677495893	-128.3303450449	-140.4616227192	
3097	-119.9888674734	-106.8677495893	-145.4057635957	
3098	-102.9200597128	-111.6468006372	-147.4834599858	
3099	-110.8466389867	-133.2539461588	-106.0600861338	
3100	-105.9272144288	-133.5313286054	-110.6621538138	
3101	-105.9272144288	-110.6621538138	-133.5313286054	
3102	-105.9272144288	-110.6621538138	-133.5313286054	
3103	-105.9272144288	-110.6621538138	-133.5313286054	
3104	-110.7344170726	-106.0527458606	-134.4177058462	
3105	-106.0527458606	-110.7344170726	-134.4177058462	
3106	-105.2396538335	-107.8426050611	-143.9647508445	
3107	-110.4945223736	-109.1592851762	-138.894913714	
3108	-103.4458140855	-108.0467387124	-141.3579692962	
3109	-103.4458140855	-108.0467387124	-141.3579692962	
3110	-109.1692021392	-112.7873520846	-132.5477771641	
3111	-112.7873520846	-109.1692021392	-132.5477771641	
3112	-109.2167302013	-112.147440405	-133.3978477398	
3113	-112.147440405	-109.2167302013	-133.3978477398	
3114	-97.37103341944	-115.0676969133	-153.3988204873	
3115	-100.419061945	-116.448466252	-158.7810867868	
3116	-100.419061945	-116.448466252	-158.7810867868	
3117	-101.1235071596	-116.5747492764	-158.5629602121	
3118	-92.912782865	-132.8896416077	-149.6767056921	
3119	-92.912782865	-132.8896416077	-149.6767056921	
3120	-92.912782865	-132.8896416077	-149.6767056921	
3121	-122.0349613164	-116.500558451	-152.2138583202	
3122	-116.500558451	-122.0349613164	-152.2138583202	
3123	-116.500558451	-122.0349613164	-152.2138583202	
3124	-116.500558451	-122.0349613164	-152.2138583202	
3125	-107.9243372109	-118.123166062	-136.0371942625	
3126	-104.9424234026	-115.4019059601	-149.8905452438	
3127	-100.5847086265	-105.1929372418	-140.0123841848	
3128	-105.1929372418	-100.5847086265	-135.2942180583	
3129	-97.13272345059	-105.1929372418	-148.6676298621	
3130	-105.1929372418	-97.13272345059	-148.6676298621	
3131	-105.1929372418	-97.13272345059	-148.6676298621	
3132	-97.26257177565	-104.9252093785	-147.8924284646	
3133	-96.21434052014	-104.7143840648	-128.8704075422	
3134	-96.21434052014	-123.4256747898	-154.5303698235	
3135	-96.21434052014	-129.9298181962	-173.9658779086	
3136	-96.21434052014	-107.9632822683	-172.5373936934	
3137	-103.6445305563	-119.6888940813	-189.6114942837	
3138	-103.6445305563	-119.6888940813	-189.6114942837	
3139	-104.1014344307	-119.5558178046	-188.6417381983	
3140	-97.73989470228	-111.4631244389	-163.9300600731	
3141	-96.15867075137	-111.2837932111	-165.9149311208	
3142	-97.84014496143	-111.49795126	-163.8712361939	
3143	-97.84014496143	-111.49795126	-163.8712361939	
3144	-98.13619229509	-111.6088821942	-163.7202393913	
3145	-98.13619229509	-118.5272809088	-205.0207262344	
3146	-98.13619229509	-118.5272809088	-205.0207262344	
3147	-98.13619229509	-118.5272809088	-205.0207262344	
3148	-108.5284379692	-97.9568489869	-203.9058862751	
3149	-98.58976196954	-109.0327869693	-203.4514699101	
3150	-115.555395567	-104.1548998938	-201.1051301352	
3151	-102.9936218126	-114.4579809118	-202.1716863953	
3152	-106.8409694264	-107.3073642859	-202.4504551885	
3153	-107.3357159903	-106.8688710916	-202.4044121705	
3154	-107.3357159903	-106.8688710916	-202.4044121705	
3155	-107.3357159903	-106.8688710916	-202.4044121705	
3156	-110.675309812	-105.0727882361	-186.4591333811	
3157	-103.9903564849	-107.3585258349	-195.9054401253	
3158	-106.8653598827	-103.7419490661	-197.4505809356	
3159	-103.7606059758	-106.9398128243	-197.0575478174	
3160	-100.9121937167	-110.8948569397	-202.5552959817	
3161	-110.8948569397	-100.9121937167	-202.5552959817	
3162	-110.1428632376	-99.59083047245	-204.9165536713	
3163	-110.1428632376	-99.59083047245	-204.9165536713	
3164	-99.11886694205	-110.0468103233	-206.9212053926	
3165	-104.7393179073	-105.8408633763	-202.3851622539	
3166	-103.780598135	-103.7408125391	-206.6498261694	
3167	-106.2459253309	-105.0122727509	-202.0100727925	
3168	-105.0122727509	-106.2459253309	-202.0100727925	
3169	-106.7369153278	-105.3568624614	-201.6335414112	
3170	-101.9175844456	-131.3622106577	-167.7969500504	
3171	-101.9175844456	-114.3970999905	-172.2268024242	
3172	-114.3970999905	-101.9175844456	-172.2268024242	
3173	-111.5255132613	-119.2422422023	-181.2785801578	
3174	-112.5054612174	-112.768326291	-187.4390387626	
3175	-110.6695851945	-107.0044665845	-164.8831715827	
3176	-106.8614856376	-110.5692634188	-165.1500061535	
3177	-107.5040687653	-111.0844478466	-164.4681056109	
3178	-106.7175255023	-110.5861877512	-166.3761282045	
3179	-106.7175255023	-110.5861877512	-166.3761282045	
3180	-106.7175255023	-110.5861877512	-166.3761282045	
3181	-96.71965511209	-107.5702529369	-180.6634304008	
3182	-96.71965511209	-107.5702529369	-180.6634304008	
3183	-114.7964801917	-97.5225237861	-172.2825495629	
3184	-106.6189409355	-106.9698227888	-180.1368822573	
3185	-104.3349665312	-130.3181272322	-188.71654125	
3186	-97.5225237861	-105.3211759173	-194.235108562	
3187	-96.77380723447	-115.0003753021	-187.4571595808	
3188	-118.6342461551	-97.01799780385	-204.2171853859	
3189	-97.01799780385	-118.6342461551	-204.2171853859	
3190	-108.867074695	-122.3025556072	-210.4398407067	
3191	-101.0465421665	-123.9634864072	-217.8927049617	
3192	-123.9634864072	-101.0465421665	-217.8927049617	
3193	-101.0465421665	-123.9634864072	-217.8927049617	
3194	-103.32037605	-119.0716655203	-191.0935479193	
3195	-103.0836759724	-118.9570471095	-191.7163089672	
3196	-103.0836759724	-118.9570471095	-191.7163089672	
3197	-102.8874561286	-119.0451072207	-193.2680011578	
3198	-102.8973426845	-119.151392939	-193.8135411428	
3199	-100.9752946475	-115.9388015216	-197.5031354621	
3200	-98.49248092741	-111.1992565713	-202.242050991	
3201	-111.1992565713	-98.49248092741	-202.242050991	
3202	-111.1992565713	-98.49248092741	-202.242050991	
3203	-118.9784548619	-99.40643103941	-208.0545622941	
3204	-101.5298250325	-122.3145479225	-210.3246736141	
3205	-101.1569075335	-96.82399853245	-196.3317722979	
3206	-101.0151493074	-96.51372244545	-197.3445324661	
3207	-101.0151493074	-96.51372244545	-197.3445324661	
3208	-101.0151493074	-96.51372244545	-197.3445324661	
3209	-96.71472417339	-101.0934469466	-196.5972169813	
3210	-96.71472417339	-101.0934469466	-196.5972169813	
3211	-96.71472417339	-101.0934469466	-196.5972169813	
3212	-101.0934469466	-96.71472417339	-196.5972169813	
3213	-98.08220353964	-102.1435557832	-194.9843153878	
3214	-102.1435557832	-98.08220353964	-194.9843153878	
3215	-103.1183981298	-110.8908916522	-207.5314550116	
3216	-98.08220353964	-102.1435557832	-201.2258794028	
3217	-97.22181035156	-101.4356244652	-202.6528444783	
3218	-97.12204209679	-101.3609994866	-202.893626724	
3219	-96.42459688032	-101.036663446	-206.5852418989	
3220	-96.42459688032	-101.036663446	-206.5852418989	
3221	-96.42459688032	-106.3642482639	-185.2194344024	
3222	-112.0030776616	-96.42459688032	-174.9994826577	
3223	-107.2130348274	-99.84605269141	-169.7092872094	
3224	-107.1172851827	-100.026630451	-168.7787155991	
3225	-100.4716009091	-107.1890492934	-167.7124164934	
3226	-108.5124698197	-114.0192769982	-189.0902891094	
3227	-105.8353975367	-107.3320037891	-192.4603522072	
3228	-105.5391085575	-104.740709749	-182.5373239057	
3229	-90.18325625552	-120.3135392071	-187.9944616336	
3230	-94.53860442511	-106.6679490166	-199.8137304074	
3231	-94.53860442511	-106.6679490166	-201.2865581839	
3232	-98.2346433773	-113.0455646568	-205.2861037007	
3233	-100.0049399555	-132.2803259649	-204.9102515138	
3234	-100.0049399555	-132.2803259649	-204.9102515138	
3235	-92.97839305569	-137.0060276977	-198.462904178	
3236	-92.97839305569	-137.0060276977	-198.462904178	
3237	-92.97839305569	-137.0060276977	-198.462904178	
3238	-92.97839305569	-137.0060276977	-198.462904178	
3239	-90.52301968925	-120.5897600647	-179.0662814874	
3240	-98.04650158008	-106.6351804066	-190.1984673079	
3241	-98.44693491904	-101.4785220809	-193.1929560529	
3242	-92.63636349314	-107.1410431487	-213.143756101	
3243	-92.63636349314	-107.1410431487	-213.143756101	
3244	-88.58758766251	-106.6078787464	-215.2228010761	
3245	-104.4643044397	-88.58758766251	-221.8357627777	
3246	-104.4643044397	-88.58758766251	-221.8357627777	
3247	-100.3123077045	-89.29027007386	-211.8539174103	
3248	-89.29027007386	-100.3123077045	-211.8539174103	
3249	-100.5808522207	-109.7360535202	-218.1985095323	
3250	-109.7360535202	-100.5808522207	-218.1985095323	
3251	-98.68574319796	-111.9166358674	-215.2117185635	
3252	-89.45821061186	-113.5088565046	-199.1479254962	
3253	-92.8612594446	-121.1357937757	-196.9743061738	
3254	-92.37235765356	-120.9803361513	-197.7902929188	
3255	-91.93135747023	-121.1383978779	-199.3162379581	
3256	-91.93135747023	-121.1383978779	-199.3162379581	
3257	-91.88281473061	-121.2119163536	-199.6325433725	
3258	-91.88281473061	-121.2119163536	-199.6325433725	
3259	-91.88281473061	-119.1997246022	-199.1499869232	
3260	-93.86161495806	-124.9022901764	-199.4375662162	
3261	-89.07527056072	-116.8735818303	-195.7665893559	
3262	-89.07527056072	-116.8735818303	-195.7665893559	
3263	-91.24246691227	-130.6556622145	-196.3672494851	
3264	-102.1477798148	-121.3708936964	-197.6514479135	
3265	-89.26093716969	-108.9218807637	-193.6539194513	
3266	-88.74355605367	-109.1463937702	-195.600981456	
3267	-116.0515056248	-94.21504169225	-192.8093720058	
3268	-94.21504169225	-116.0515056248	-192.8093720058	
3269	-94.22251599739	-116.0230513565	-192.7231224251	
3270	-94.65481500836	-115.6502846632	-190.9532616761	
3271	-109.3478278467	-113.4866041302	-185.5144481372	
3272	-109.3478278467	-113.4866041302	-185.5144481372	
3273	-113.4697735451	-109.6075204425	-187.4640381327	
3274	-93.94588877911	-115.219266109	-194.854904935	
3275	-108.9371450168	-100.6906037818	-190.6278062083	
3276	-100.6906037818	-108.9371450168	-190.6278062083	
3277	-94.35645521185	-113.6271908077	-180.5389298972	
3278	-94.23124731802	-107.5496889213	-196.3749829655	
3279	-94.55032700698	-107.5757261382	-195.8287381961	
3280	-107.5757261382	-94.55032700698	-195.8287381961	
3281	-90.3571358014	-118.5718432401	-216.2783999376	
3282	-90.85699345722	-118.7466815672	-215.7618549549	
3283	-90.85699345722	-118.7466815672	-215.7618549549	
3284	-98.86259526917	-127.6477050745	-214.9121854123	
3285	-92.30651283887	-109.5588977944	-210.2133695288	
3286	-90.89740020114	-108.637502511	-211.1228430301	
3287	-89.30591860641	-108.2767081461	-213.7175656037	
3288	-89.30591860641	-108.2767081461	-213.7175656037	
3289	-89.30591860641	-108.3051118211	-218.1559727141	
3290	-90.4374163099	-108.5457786333	-216.1845491349	
3291	-90.4374163099	-108.5457786333	-216.1845491349	
3292	-88.78380831453	-114.2948801665	-212.1315797434	
3293	-89.53652945568	-113.8467357263	-209.4485024422	
3294	-90.02770078335	-103.4945948809	-216.7184096892	
3295	-97.57926777723	-113.4293419968	-216.7184096892	
3296	-97.57926777723	-113.4293419968	-216.7184096892	
3297	-97.57926777723	-114.7935685479	-208.8354669172	
3298	-97.57926777723	-114.7935685479	-208.8354669172	
3299	-99.18160170076	-114.2997869787	-208.37007889	
3300	-98.45234973324	-124.6846196967	-212.2095974857	
3301	-98.45234973324	-124.6846196967	-212.2095974857	
3302	-109.3414305756	-100.0329081074	-211.6596904066	
3303	-104.5946257222	-101.638315541	-217.7415956189	
3304	-101.3474832991	-104.5088005663	-218.655812966	
3305	-104.5614668697	-101.55486618	-217.9624072432	
3306	-108.6507676991	-118.466816845	-217.9624072432	
3307	-108.6507676991	-118.466816845	-217.9624072432	
3308	-104.5614668697	-136.8962991184	-217.9624072432	
3309	-104.5201108959	-137.1444657026	-219.3732775552	
3310	-104.5076283039	-136.9971053296	-218.705837859	
3311	-118.1643105882	-112.5026472987	-218.705837859	
3312	-114.1695473095	-114.7782279862	-215.4936536623	
3313	-114.1695473095	-114.7782279862	-215.4936536623	
3314	-114.1695473095	-114.7782279862	-215.4936536623	
3315	-114.7782279862	-114.1695473095	-215.4936536623	
3316	-116.5929768621	-124.6184834284	-208.4998782163	
3317	-114.3850599604	-128.2118587898	-219.5785782658	
3318	-116.9110566738	-129.584301934	-214.857521474	
3319	-114.360382757	-128.1333833975	-219.1947923562	
3320	-106.8442925018	-128.8811963199	-218.4380764996	
3321	-106.8442925018	-128.8811963199	-218.4380764996	
3322	-107.9114233306	-129.581531129	-216.0734787949	
3323	-106.8146483932	-128.8719262962	-218.6482373237	
3324	-120.8148477692	-107.1464319845	-217.3057828591	
3325	-119.0071765507	-120.1593493394	-217.3057828591	
3326	-118.775759623	-120.4814810623	-218.4226298042	
3327	-121.7462982898	-144.0134954641	-216.3995077605	
3328	-122.4061353959	-144.2531884942	-215.5522278746	
3329	-118.4588592198	-153.1027823924	-214.9944823927	
3330	-117.0871395137	-152.793856432	-216.3234787459	
3331	-122.2434986665	-141.5845763409	-215.0376006662	
3332	-136.3448966701	-117.4547592841	-215.0376006662	
3333	-117.4547592841	-136.3448966701	-215.0376006662	
3334	-117.1116149134	-136.0179609187	-215.412003451	
3335	-116.7356394673	-135.7121916844	-216.8264382162	
3336	-103.5600285186	-125.813699103	-206.9018977963	
3337	-108.5299871588	-119.5536447394	-207.2698581554	
3338	-109.2467123815	-119.9648599896	-205.6255146898	
3339	-116.3286265562	-130.0443412441	-215.7491420838	
3340	-116.3286265562	-130.0443412441	-215.7491420838	
3341	-116.3286265562	-130.0443412441	-215.7491420838	
3342	-116.0451548232	-129.8949316161	-216.7654526184	
3343	-130.0999968357	-116.4036651031	-215.6168953256	
3344	-111.6214880284	-145.8506785989	-210.8978423901	
3345	-117.7766025537	-118.1942483431	-205.278194728	
3346	-107.2102916048	-111.6995532622	-219.4126111333	
3347	-108.4164353821	-113.3820884678	-214.9840513075	
3348	-117.3318541551	-123.5043802736	-214.9477800796	
3349	-111.1963923352	-102.7124420664	-214.6986283833	
3350	-109.5238112388	-100.9335377506	-215.8275887322	
3351	-110.1691321401	-112.8482868232	-217.9321247915	
3352	-113.501436226	-110.4758202116	-215.1873937177	
3353	-110.143514594	-113.0448677184	-215.8590184864	
3354	-107.9660475717	-110.143514594	-215.8590184864	
3355	-107.9858106249	-110.1517088932	-215.8299498462	
3356	-107.4007592835	-110.2049129542	-218.1143256482	
3357	-119.314967673	-143.648229361	-205.2336061001	
3358	-119.9043733597	-143.7368765771	-204.7616724388	
3359	-119.9043733597	-143.7368765771	-204.7616724388	
3360	-119.9043733597	-143.7368765771	-204.7616724388	
3361	-119.9043733597	-143.7368765771	-204.7616724388	
3362	-119.4243753039	-143.6499374107	-205.116185072	
3363	-109.6802403463	-140.7859340765	-216.3836452243	
3364	-109.6802403463	-140.7859340765	-216.3836452243	
3365	-113.6410443186	-135.3072754631	-211.4574847516	
3366	-110.1377369362	-137.5355616004	-217.1037769089	
3367	-110.1377369362	-137.5355616004	-217.1037769089	
3368	-111.77977517	-137.7569887188	-214.8411513327	
3369	-105.8896014624	-148.6688972046	-199.3603553743	
3370	-105.8896014624	-148.6688972046	-199.3603553743	
3371	-146.5278427721	-112.3915066927	-208.5848848886	
3372	-111.2166790778	-142.0581894007	-205.874252598	
3373	-111.7607064845	-142.4235037256	-205.0849088597	
3374	-111.7607064845	-142.4235037256	-205.0849088597	
3375	-111.1392698615	-147.5904322476	-212.6776741672	
3376	-111.1392698615	-147.5904322476	-212.6776741672	
3377	-111.1392698615	-147.5904322476	-212.6776741672	
3378	-111.1392698615	-147.5904322476	-212.6776741672	
3379	-111.3960801997	-148.0619596444	-211.1267227511	
3380	-115.9442693928	-129.3033819479	-208.4449914101	
3381	-100.8678076473	-151.2462464642	-203.6096483275	
3382	-100.1315287344	-151.2971495701	-205.5345699542	
3383	-108.2552853023	-124.8228701119	-191.547007249	
3384	-126.1852817128	-138.2222406968	-196.240881375	
3385	-106.2817990831	-131.5547130539	-195.9296554128	
3386	-114.0791236626	-124.6535131613	-196.8045967564	
3387	-113.1350576493	-121.13803156	-194.0513180054	
3388	-116.9895615044	-127.8248751569	-191.5569393011	
3389	-116.9895615044	-127.8248751569	-191.5569393011	
3390	-116.5119025644	-115.2580159355	-218.3343836781	
3391	-115.7859248557	-117.7897028374	-215.1136572054	
3392	-131.5506655682	-107.0273955806	-208.1294752526	
3393	-106.1478888742	-131.0593335589	-208.6163246552	
3394	-106.1478888742	-131.0593335589	-208.6163246552	
3395	-117.1811254792	-142.9984039574	-186.2357154498	
3396	-101.2402221998	-121.078039145	-196.398326267	
3397	-100.0598830559	-120.1945080154	-199.1772858816	
3398	-100.0837338654	-120.1297533363	-198.5758215691	
3399	-100.1414111021	-120.1278064413	-198.1377489569	
3400	-100.1414111021	-120.1278064413	-198.1377489569	
3401	-100.1414111021	-120.1278064413	-198.1377489569	
3402	-100.1414111021	-120.1278064413	-198.1377489569	
3403	-100.5702285398	-116.7382168236	-177.7590705433	
3404	-116.7382168236	-100.5702285398	-177.7590705433	
3405	-116.7382168236	-100.5702285398	-177.7590705433	
3406	-121.2465493735	-100.5702285398	-199.4081751842	
3407	-100.5371600816	-121.2161905296	-199.4767061403	
3408	-105.3214295502	-117.9804315345	-188.5702304396	
3409	-105.9633019379	-141.9481457793	-187.7960766114	
3410	-105.5656113753	-141.804671515	-189.6322415769	
3411	-98.84719386692	-124.4137809702	-179.3765694239	
3412	-98.84719386692	-130.2188990203	-184.4332517195	
3413	-126.6742715814	-109.8275324022	-186.3445202844	
3414	-109.8275324022	-126.6742715814	-186.3445202844	
3415	-115.2831680669	-139.5958343522	-156.4719139754	
3416	-115.3034809093	-156.4532963977	-139.6063060049	
3417	-103.6153344323	-124.7333045875	-137.8194738335	
3418	-103.6153344323	-124.7333045875	-137.8194738335	
3419	-103.6153344323	-124.7333045875	-137.8194738335	
3420	-103.9658781114	-125.0110360067	-137.7605864854	
3421	-103.9658781114	-125.0110360067	-137.7605864854	
3422	-104.1210456109	-137.7619755095	-125.1438446938	
3423	-100.304973158	-145.5065749006	-141.7027237516	
3424	-100.304973158	-141.7027237516	-145.5065749006	
3425	-100.304973158	-141.7027237516	-145.5065749006	
3426	-100.304973158	-145.5065749006	-141.7027237516	
3427	-99.02170902701	-142.533507085	-145.7328129384	
3428	-99.11735763359	-142.3375862964	-145.6047814926	
3429	-99.52293810702	-148.7793359701	-154.3089253293	
3430	-104.957494239	-154.0172353219	-151.1999706925	
3431	-99.2538991174	-174.552147842	-169.5945477542	
3432	-99.2538991174	-169.5945477542	-174.552147842	
3433	-100.0556292646	-169.4110870195	-173.4154643431	
3434	-100.0556292646	-169.4110870195	-173.4154643431	
3435	-100.0556292646	-173.4154643431	-169.4110870195	
3436	-102.8832188763	-172.2869166015	-160.1565016673	
3437	-103.0532335998	-172.1229617892	-159.9389943486	
3438	-102.944419278	-160.069627555	-172.2204196296	
3439	-102.944419278	-160.069627555	-172.2204196296	
3440	-135.608810795	-102.944419278	-150.3832939562	
3441	-102.944419278	-135.608810795	-150.3832939562	
3442	-102.944419278	-135.6736266404	-132.345198883	
3443	-102.944419278	-132.345198883	-135.6736266404	
3444	-104.0158557626	-130.3496913799	-153.9153714829	
3445	-103.0759780867	-131.1603720365	-155.114564642	
3446	-99.72273914358	-133.5561372828	-155.2193805014	
3447	-99.72273914358	-133.5561372828	-155.2193805014	
3448	-99.72273914358	-133.5561372828	-155.2193805014	
3449	-99.72273914358	-135.6329686122	-130.4211461021	
3450	-108.1653207029	-135.9901100334	-140.6019216023	
3451	-108.5630645079	-139.1521551525	-161.5992179731	
3452	-107.6044881758	-125.9196477993	-158.9460916268	
3453	-107.6044881758	-125.9196477993	-158.9460916268	
3454	-107.6044881758	-125.9196477993	-158.9460916268	
3455	-107.6044881758	-125.9196477993	-158.9460916268	
3456	-125.9196477993	-107.6044881758	-158.9460916268	
3457	-116.8101175488	-118.0693544495	-182.1168244847	
3458	-118.0073585735	-117.0924163919	-183.5120214144	
3459	-107.8083016608	-130.745698826	-163.6855830457	
3460	-107.8083016608	-130.745698826	-163.6855830457	
3461	-107.8083016608	-130.745698826	-163.6855830457	
3462	-98.92796377745	-126.0254789968	-162.7430513102	
3463	-107.1226768232	-123.3050190453	-158.5682920898	
3464	-107.7348624576	-123.7936420131	-160.8664632093	
3465	-99.06410868176	-136.77394893	-159.2178999303	
3466	-99.06410868176	-136.77394893	-159.2178999303	
3467	-104.3873918976	-132.6466833301	-169.2687586961	
3468	-108.1072269402	-122.1458429965	-176.3682766701	
3469	-105.7709447159	-121.707722681	-158.4579787551	
3470	-106.0199870749	-122.0383322506	-157.5582762506	
3471	-99.32807287543	-123.6318160866	-190.0588403281	
3472	-99.32807287543	-123.6318160866	-190.0588403281	
3473	-105.814108669	-132.1581378875	-168.3509664343	
3474	-107.0801211323	-147.6435473292	-165.1134073268	
3475	-111.3350858531	-121.2293850175	-176.2222943611	
3476	-111.3608886726	-121.265518671	-176.1248412744	
3477	-111.3608886726	-121.265518671	-176.1248412744	
3478	-121.265518671	-119.1493146013	-168.0929735692	
3479	-119.5301763552	-121.8755711035	-167.5902143677	
3480	-121.8755711035	-119.5301763552	-167.5902143677	
3481	-126.6310587831	-107.5432395033	-166.3134244722	
