Sweep	g
1894	11.5936
1895	11.5936
1896	11.5936
1897	17.8048
1898	11.9833
1899	16.7852
1900	15.1145
1901	15.1145
1902	13.9316
1903	13.9316
1904	13.9316
1905	11.3883
1906	11.3883
1907	11.3883
1908	11.3883
1909	11.3883
1910	9.58226
1911	9.58226
1912	9.89352
1913	9.89352
1914	8.67518
1915	8.67518
1916	8.67518
1917	8.67518
1918	8.67518
1919	8.73699
1920	9.89938
1921	9.68179
1922	9.68179
1923	9.66643
1924	9.66643
1925	9.66643
1926	9.66643
1927	9.61405
1928	9.61405
1929	9.61405
1930	10.4001
1931	10.4001
1932	10.4001
1933	10.4001
1934	9.25294
1935	9.15801
1936	9.15801
1937	9.15801
1938	9.15801
1939	9.15801
1940	9.15801
1941	10.289
1942	10.289
1943	10.289
1944	9.49325
1945	9.49325
1946	9.49325
1947	10.4847
1948	7.98505
1949	12.824
1950	12.824
1951	11.4793
1952	11.4793
1953	13.3433
1954	13.3433
1955	13.3433
1956	12.3674
1957	12.3674
1958	11.6462
1959	13.0814
1960	13.0814
1961	13.0814
1962	13.0814
1963	9.51866
1964	9.51866
1965	9.51866
1966	9.41972
1967	9.41972
1968	9.65085
1969	9.65085
1970	9.65085
1971	9.65085
1972	9.65085
1973	9.65085
1974	9.65085
1975	9.65085
1976	9.65085
1977	9.65085
1978	9.03293
1979	9.03293
1980	8.43457
1981	11.7591
1982	11.7591
1983	11.7591
1984	11.7591
1985	7.38382
1986	7.38382
1987	7.38382
1988	8.58457
1989	8.58457
1990	8.67644
1991	8.85735
1992	9.48112
1993	9.48112
1994	9.33043
1995	9.33043
1996	9.33043
1997	9.33043
1998	7.3078
1999	7.35312
2000	7.35312
2001	7.45491
2002	7.45491
2003	7.45491
2004	7.45491
2005	7.50867
2006	7.50867
2007	8.16088
2008	8.16088
2009	9.68925
2010	9.68925
2011	9.10742
2012	9.10742
2013	10.2423
2014	11.1424
2015	9.09192
2016	9.09192
2017	8.49562
2018	8.49562
2019	8.49562
2020	10.412
2021	10.412
2022	10.412
2023	8.9454
2024	9.16457
2025	8.81914
2026	8.09603
2027	10.898
2028	10.898
2029	7.81699
2030	8.19392
2031	7.10313
2032	7.10313
2033	7.21908
2034	7.21908
2035	9.34003
2036	9.3337
2037	9.3337
2038	9.3337
2039	9.3337
2040	7.43001
2041	7.43001
2042	7.43001
2043	8.22515
2044	8.78296
2045	8.78296
2046	9.14064
2047	9.14064
2048	10.4748
2049	10.4748
2050	8.55477
2051	8.55477
2052	11.172
2053	9.18418
2054	8.76664
2055	8.76664
2056	8.76664
2057	9.87017
2058	9.87017
2059	9.87017
2060	9.87017
2061	10.186
2062	10.186
2063	11.1469
2064	11.1469
2065	11.1117
2066	11.1117
2067	8.72041
2068	8.72041
2069	11.346
2070	10.1155
2071	10.2384
2072	10.2384
2073	9.07388
2074	7.75964
2075	7.75964
2076	8.7975
2077	8.7975
2078	9.87747
2079	7.25753
2080	8.73147
2081	8.73147
2082	10.0168
2083	10.0168
2084	10.4644
2085	11.5629
2086	11.5629
2087	9.5923
2088	9.5923
2089	9.5923
2090	12.855
2091	12.855
2092	12.855
2093	11.9966
2094	11.9966
2095	11.9966
2096	11.9966
2097	12.5997
2098	9.37166
2099	9.37166
2100	9.37166
2101	12.4917
2102	8.08294
2103	8.08294
2104	7.72195
2105	9.69821
2106	9.69821
2107	9.69821
2108	9.69821
2109	9.43523
2110	10.7993
2111	10.7993
2112	10.7993
2113	10.7993
2114	10.3928
2115	10.3928
2116	10.9213
2117	10.9865
2118	14.0889
2119	14.0889
2120	9.14903
2121	9.14903
2122	9.14903
2123	9.14903
2124	10.516
2125	12.1211
2126	10.0009
2127	10.0009
2128	10.0009
2129	10.8587
2130	9.99692
2131	14.4343
2132	14.4343
2133	14.4343
2134	14.5857
2135	14.5857
2136	9.25066
2137	8.34141
2138	8.34141
2139	9.84813
2140	9.84813
2141	13.4641
2142	8.80401
2143	12.8055
2144	10.5349
2145	13.2832
2146	13.2832
2147	9.48242
2148	10.1787
2149	8.38066
2150	8.38066
2151	8.38066
2152	11.355
2153	16.247
2154	16.247
2155	16.247
2156	16.247
2157	16.247
2158	16.247
2159	16.247
2160	16.247
2161	14.3651
2162	17.5967
2163	17.1865
2164	17.1865
2165	17.1865
2166	14.9783
2167	14.7654
2168	14.7654
2169	14.7654
2170	12.8952
2171	12.8952
2172	9.80046
2173	10.348
2174	10.348
2175	9.61986
2176	9.61986
2177	9.61986
2178	9.61986
2179	9.61986
2180	9.61986
2181	7.90879
2182	7.90879
2183	7.90879
2184	9.47291
2185	7.90908
2186	7.90908
2187	7.90908
2188	8.19066
2189	8.27844
2190	8.27844
2191	9.25863
2192	9.25863
2193	9.25863
2194	7.01203
2195	10.3155
2196	10.3155
2197	9.94963
2198	7.89648
2199	6.83023
2200	10.9075
2201	10.9075
2202	8.55972
2203	8.55972
2204	9.1637
2205	9.1637
2206	9.1637
2207	9.1637
2208	9.1637
2209	12.2643
2210	12.2643
2211	12.2643
2212	10.8615
2213	10.8615
2214	10.8615
2215	11.4504
2216	11.7088
2217	11.7088
2218	11.7088
2219	11.7088
2220	11.7088
2221	11.7088
2222	11.7088
2223	11.7088
2224	14.4476
2225	15.9548
2226	15.9548
2227	15.5743
2228	8.75371
2229	8.75371
2230	9.28875
2231	9.28875
2232	9.28875
2233	9.28875
2234	9.28875
2235	9.28875
2236	12.1428
2237	12.1428
2238	12.1428
2239	12.1428
2240	12.1428
2241	12.1428
2242	12.0785
2243	12.7701
2244	12.603
2245	12.2945
2246	12.2945
2247	12.5407
2248	12.0717
2249	9.22987
2250	9.45127
2251	9.45127
2252	9.45127
2253	9.45127
2254	9.45127
2255	9.22171
2256	9.22171
2257	9.22171
2258	9.22171
2259	9.22171
2260	9.22171
2261	9.22171
2262	9.71102
2263	9.71102
2264	9.71102
2265	9.71102
2266	11.6337
2267	11.6337
2268	11.6337
2269	11.6337
2270	11.6337
2271	11.6337
2272	11.6337
2273	11.6337
2274	12.034
2275	11.7987
2276	11.7987
2277	12.1719
2278	12.1719
2279	12.1719
2280	10.7388
2281	9.91305
2282	9.91305
2283	9.91305
2284	15.2754
2285	15.2754
2286	15.2754
2287	10.3385
2288	10.3385
2289	10.3385
2290	8.83139
2291	8.83139
2292	9.68848
2293	9.68848
2294	9.68848
2295	9.68848
2296	9.68848
2297	9.68848
2298	9.68848
2299	13.686
2300	13.686
2301	13.686
2302	13.686
2303	13.686
2304	13.686
2305	12.3887
2306	9.55687
2307	9.55687
2308	9.55687
2309	9.55687
2310	9.55687
2311	9.55687
2312	9.55687
2313	9.55687
2314	9.55687
2315	9.55687
2316	7.30707
2317	9.94723
2318	8.94193
2319	8.96023
2320	12.2768
2321	12.2768
2322	13.9113
2323	13.4679
2324	11.0114
2325	11.0114
2326	11.0114
2327	11.0114
2328	11.0114
2329	11.0114
2330	11.0114
2331	11.0114
2332	11.0114
2333	11.0114
2334	8.7916
2335	9.13716
2336	9.13716
2337	9.13716
2338	9.13716
2339	9.13716
2340	9.13716
2341	9.13716
2342	11.3829
2343	11.3829
2344	11.3829
2345	11.3829
2346	11.3829
2347	11.3829
2348	11.3829
2349	11.3829
2350	11.3829
2351	11.3829
2352	11.3829
2353	11.3829
2354	11.5526
2355	11.5526
2356	11.5526
2357	11.2078
2358	11.2078
2359	11.2078
2360	15.9709
2361	14.4711
2362	10.6875
2363	10.6875
2364	10.6875
2365	13.4235
2366	13.4235
2367	13.4235
2368	13.4235
2369	13.4235
2370	13.6139
2371	13.6139
2372	11.1141
2373	9.4616
2374	9.4616
2375	10.9871
2376	12.4212
2377	12.4212
2378	12.4212
2379	12.4212
2380	12.4212
2381	12.4212
2382	12.4212
2383	12.4212
2384	12.4212
2385	12.4212
2386	11.7974
2387	11.922
2388	11.922
2389	9.24498
2390	9.24498
2391	9.24498
2392	9.24498
2393	10.2335
2394	11.3765
2395	11.3765
2396	11.3765
2397	11.3765
2398	11.7298
2399	11.7298
2400	11.7298
2401	11.7298
2402	11.7298
2403	11.7298
2404	11.7298
2405	11.7298
2406	11.7298
2407	11.7298
2408	11.7298
2409	11.7298
2410	11.7298
2411	12.2852
2412	14.772
2413	11.5228
2414	11.5228
2415	11.5228
2416	11.5228
2417	11.3755
2418	12.0435
2419	12.0435
2420	12.0435
2421	14.1616
2422	14.1616
2423	14.1616
2424	14.1616
2425	14.8177
2426	14.8177
2427	14.8177
2428	11.7837
2429	11.1173
2430	13.0658
2431	13.0658
2432	13.4788
2433	13.4788
2434	11.0659
2435	11.0659
2436	15.1838
2437	11.7369
2438	11.7369
2439	11.7369
2440	11.9184
2441	10.4029
2442	10.4029
2443	10.4029
2444	10.259
2445	11.5462
2446	13.2705
2447	13.2705
2448	12.8446
2449	13.6086
2450	13.6086
2451	9.53504
2452	10.0403
2453	10.8821
2454	10.8821
2455	9.83822
2456	16.36
2457	13.0571
2458	10.9551
2459	10.9551
2460	13.5182
2461	13.5182
2462	13.5182
2463	14.4618
2464	14.4618
2465	19.6716
2466	19.6716
2467	13.6568
2468	12.3689
2469	11.3064
2470	13.3153
2471	13.3153
2472	13.3153
2473	13.3153
2474	13.3153
2475	12.7647
2476	14.073
2477	14.073
2478	14.073
2479	14.073
2480	10.6695
2481	10.6695
2482	8.73052
2483	8.73052
2484	8.73052
2485	14.3456
2486	14.1153
2487	9.47445
2488	9.47445
2489	9.47445
2490	8.15059
2491	9.42371
2492	12.8847
2493	12.519
2494	12.519
2495	12.519
2496	12.519
2497	12.519
2498	13.6238
2499	13.6238
2500	12.3214
2501	12.3214
2502	12.3214
2503	12.3214
2504	11.3438
2505	11.3438
2506	11.3438
2507	10.437
2508	10.437
2509	12.0123
2510	12.0123
2511	12.5968
2512	12.5968
2513	10.0865
2514	10.0865
2515	9.89438
2516	11.2298
2517	13.1778
2518	10.5064
2519	10.1004
2520	6.39298
2521	6.39298
2522	6.39298
2523	6.39298
2524	6.39298
2525	8.9727
2526	11.0723
2527	11.0723
2528	11.0723
2529	8.84525
2530	9.00369
2531	9.00369
2532	9.00369
2533	13.1715
2534	8.99367
2535	8.99367
2536	9.01438
2537	12.5063
2538	12.5063
2539	12.5063
2540	8.26363
2541	8.26363
2542	8.26363
2543	14.5706
2544	11.3483
2545	11.3483
2546	11.3483
2547	11.3483
2548	11.3483
2549	11.3483
2550	11.2959
2551	9.46749
2552	9.46749
2553	9.46749
2554	13.6529
2555	13.6529
2556	15.9127
2557	15.8476
2558	15.8476
2559	15.8476
2560	16.9082
2561	16.1486
2562	13.1544
2563	13.1544
2564	13.1544
2565	11.4888
2566	14.8266
2567	14.8266
2568	13.3351
2569	13.1656
2570	13.1656
2571	10.7765
2572	10.9543
2573	10.9543
2574	10.9543
2575	10.9543
2576	10.9543
2577	12.3477
2578	12.9421
2579	11.2018
2580	12.08
2581	11.9468
2582	12.7729
2583	12.7729
2584	13.0105
2585	11.0684
2586	11.0684
2587	11.0684
2588	10.1594
2589	12.7074
2590	12.7074
2591	7.31386
2592	7.31386
2593	7.12679
2594	11.7571
2595	10.4257
2596	8.71471
2597	10.3732
2598	10.3732
2599	10.3732
2600	10.3732
2601	8.84524
2602	9.76513
2603	10.8773
2604	10.8773
2605	10.8773
2606	6.75972
2607	6.75972
2608	6.75972
2609	6.75972
2610	6.75972
2611	7.54452
2612	7.38807
2613	7.38807
2614	7.38807
2615	10.0382
2616	10.0382
2617	7.2255
2618	7.2255
2619	7.2255
2620	8.93492
2621	8.93492
2622	8.93492
2623	9.48045
2624	8.58825
2625	10.1811
2626	10.1811
2627	10.1811
2628	8.97302
2629	8.97302
2630	8.97302
2631	8.75554
2632	8.75554
2633	8.75554
2634	8.75554
2635	8.75554
2636	7.86603
2637	7.86603
2638	9.31096
2639	9.31096
2640	9.31096
2641	9.31096
2642	9.31096
2643	10.2221
2644	12.2417
2645	12.2417
2646	12.2417
2647	12.2417
2648	12.2417
2649	12.2417
2650	12.2417
2651	12.2417
2652	9.32151
2653	9.32151
2654	8.13153
2655	9.10681
2656	9.10681
2657	7.30906
2658	11.8141
2659	11.8141
2660	11.8141
2661	11.8141
2662	11.8141
2663	8.34618
2664	7.74528
2665	7.74528
2666	12.5741
2667	12.5741
2668	11.3786
2669	9.46077
2670	9.46077
2671	14.6142
2672	14.6142
2673	14.6142
2674	14.6142
2675	10.0405
2676	10.0405
2677	10.0405
2678	10.0405
2679	10.0405
2680	10.8896
2681	10.8896
2682	12.6549
2683	12.6549
2684	8.24348
2685	8.24348
2686	8.24348
2687	8.24348
2688	8.40883
2689	13.2019
2690	13.2019
2691	13.2019
2692	9.36072
2693	9.36072
2694	11.7927
2695	11.7927
2696	10.9619
2697	10.9619
2698	10.9619
2699	10.9619
2700	10.9619
2701	10.9619
2702	7.15071
2703	11.0242
2704	11.0242
2705	10.9094
2706	10.6493
2707	10.6493
2708	10.6493
2709	12.6398
2710	12.6398
2711	10.7913
2712	10.7913
2713	10.7913
2714	14.4119
2715	10.5824
2716	10.5824
2717	10.3259
2718	10.3259
2719	10.3259
2720	9.61048
2721	11.7899
2722	10.4566
2723	10.4343
2724	10.4343
2725	12.0155
2726	12.0155
2727	12.0155
2728	10.0036
2729	11.702
2730	11.702
2731	8.55857
2732	7.3242
2733	6.86853
2734	8.52053
2735	8.52053
2736	11.2325
2737	9.8735
2738	11.2307
2739	11.2307
2740	11.2307
2741	9.57254
2742	9.57254
2743	9.57254
2744	9.60687
2745	9.96531
2746	12.084
2747	11.1618
2748	11.1618
2749	12.1862
2750	12.1862
2751	12.1862
2752	12.1862
2753	12.1862
2754	12.1862
2755	12.1862
2756	12.1862
2757	12.1862
2758	10.8054
2759	8.93639
2760	8.93639
2761	10.2833
2762	10.2833
2763	10.7656
2764	10.7656
2765	10.7656
2766	12.1976
2767	12.1976
2768	13.1102
2769	13.1102
2770	7.86185
2771	7.86185
2772	7.86185
2773	7.86185
2774	7.68569
2775	8.30435
2776	8.30435
2777	10.3826
2778	13.5502
2779	9.26476
2780	9.26476
2781	9.26476
2782	9.26476
2783	9.26476
2784	9.26476
2785	11.7657
2786	10.1792
2787	10.1792
2788	10.1792
2789	10.1792
2790	10.1792
2791	10.1792
2792	10.1792
2793	10.1792
2794	10.1792
2795	10.1792
2796	10.1792
2797	15.7525
2798	8.9567
2799	8.9567
2800	8.9567
2801	9.08395
2802	9.08395
2803	9.08395
2804	9.08395
2805	9.08395
2806	14.7816
2807	14.7816
2808	13.265
2809	8.53615
2810	8.53615
2811	8.53615
2812	8.53615
2813	10.0611
2814	10.6423
2815	10.6423
2816	10.6423
2817	12.0614
2818	12.0614
2819	12.0614
2820	12.0614
2821	12.0614
2822	12.0614
2823	12.0614
2824	11.1994
2825	11.1994
2826	11.7288
2827	11.7288
2828	11.7288
2829	10.9606
2830	9.98841
2831	9.98841
2832	14.2053
2833	14.2053
2834	14.2053
2835	11.2088
2836	11.2088
2837	11.2088
2838	11.2088
2839	11.2088
2840	12.0857
2841	12.0857
2842	12.0857
2843	12.0857
2844	14.5853
2845	14.5853
2846	14.5853
2847	15.9357
2848	15.9357
2849	13.6335
2850	12.7242
2851	18.4022
2852	14.3645
2853	14.3645
2854	13.8705
2855	13.8705
2856	13.8705
2857	13.8705
2858	13.8705
2859	13.8705
2860	13.8705
2861	13.8705
2862	18.0877
2863	10.1602
2864	10.1602
2865	14.3765
2866	12.1908
2867	12.1173
2868	12.1173
2869	12.1173
2870	12.1173
2871	12.1173
2872	12.1173
2873	12.1173
2874	11.7529
2875	11.7529
2876	11.7529
2877	11.6284
2878	11.6284
2879	10.0253
2880	7.77635
2881	7.77635
2882	6.81403
2883	6.81403
2884	6.81403
2885	8.66195
2886	7.44887
2887	9.67052
2888	9.67052
2889	9.67052
2890	9.67052
2891	12.1895
2892	9.7417
2893	9.7417
2894	9.7417
2895	9.7417
2896	9.7417
2897	13.5694
2898	13.5694
2899	13.5694
2900	13.2886
2901	13.2886
2902	13.2886
2903	13.2886
2904	13.2886
2905	13.2886
2906	13.2886
2907	17.1526
2908	17.1526
2909	12.1279
2910	12.1279
2911	11.5672
2912	11.5672
2913	12.2154
2914	12.2154
2915	12.2154
2916	11.6723
2917	11.6723
2918	12.511
2919	12.5008
2920	12.5008
2921	12.5008
2922	12.5008
2923	12.5008
2924	12.5008
2925	11.8198
2926	11.8198
2927	12.2741
2928	12.2741
2929	12.0295
2930	14.8644
2931	14.2157
2932	14.2157
2933	14.2157
2934	14.2157
2935	18.6126
2936	19.989
2937	19.989
2938	17.5994
2939	14.4605
2940	14.4605
2941	14.4605
2942	15.7206
2943	15.7206
2944	14.0951
2945	14.0951
2946	14.0951
2947	14.0951
2948	14.0951
2949	15.1259
2950	11.9501
2951	15.9999
2952	15.4401
2953	15.4401
2954	15.4401
2955	12.1784
2956	13.5955
2957	14.3152
2958	14.8427
2959	14.8427
2960	16.9702
2961	16.9702
2962	16.9702
2963	16.9702
2964	9.88319
2965	11.1589
2966	11.1589
2967	12.2243
2968	13.1809
2969	13.1809
2970	13.1809
2971	11.7862
2972	14.5688
2973	12.8747
2974	12.8747
2975	12.8747
2976	12.8747
2977	12.8747
2978	15.0391
2979	16.673
2980	13.4046
2981	13.7047
2982	11.9089
2983	11.9089
2984	11.9089
2985	11.9089
2986	11.9089
2987	13.6712
2988	13.6712
2989	12.8981
2990	13.4878
2991	11.9575
2992	11.9575
2993	11.9575
2994	11.9575
2995	12.4883
2996	10.3121
2997	12.2126
2998	12.2126
2999	12.2126
3000	12.2126
3001	12.2126
3002	11.4514
3003	17.6599
3004	17.6599
3005	14.8863
3006	15.317
3007	15.317
3008	15.317
3009	15.317
3010	15.317
3011	15.317
3012	15.317
3013	15.317
3014	14.821
3015	18.9118
3016	18.9118
3017	17.4193
3018	17.4193
3019	17.4193
3020	17.4193
3021	13.8875
3022	17.6349
3023	15.984
3024	15.984
3025	13.7811
3026	15.2118
3027	15.2118
3028	14.8638
3029	14.8638
3030	14.8638
3031	14.8638
3032	14.8638
3033	14.8638
3034	14.8638
3035	14.8638
3036	15.8326
3037	13.2077
3038	13.2077
3039	12.0303
3040	17.1275
3041	17.1275
3042	22.443
3043	16.8995
3044	16.8995
3045	16.8995
3046	16.6657
3047	16.6657
3048	15.2693
3049	15.2693
3050	15.2693
3051	15.2693
3052	15.2693
3053	11.3902
3054	11.3902
3055	15.385
3056	15.385
3057	15.385
3058	12.3881
3059	13.4201
3060	13.4201
3061	13.4201
3062	13.4201
3063	13.4201
3064	13.4201
3065	13.0714
3066	13.0714
3067	13.0714
3068	14.5189
3069	19.5802
3070	19.5802
3071	16.4622
3072	16.0681
3073	16.0681
3074	16.0681
3075	16.0681
3076	16.2878
3077	14.6534
3078	14.6534
3079	14.6534
3080	13.0596
3081	13.0596
3082	12.0592
3083	14.8572
3084	16.2065
3085	16.2065
3086	16.2065
3087	12.5765
3088	12.5765
3089	11.1717
3090	11.1717
3091	11.1717
3092	11.1717
3093	8.09781
3094	8.09781
3095	9.50673
3096	9.50673
3097	9.50673
3098	9.50673
3099	12.2081
3100	13.7334
3101	13.7334
3102	13.7334
3103	13.7334
3104	16.7134
3105	16.7134
3106	16.7134
3107	16.7134
3108	13.7622
3109	13.7622
3110	13.7622
3111	13.7622
3112	9.62288
3113	9.62288
3114	9.62288
3115	10.6924
3116	10.6924
3117	9.50581
3118	9.50581
3119	9.50581
3120	9.50581
3121	9.50581
3122	9.50581
3123	9.50581
3124	9.50581
3125	9.50581
3126	15.964
3127	17.342
3128	17.342
3129	17.342
3130	17.342
3131	17.342
3132	15.8576
3133	14.2733
3134	14.2733
3135	14.2733
3136	14.2733
3137	14.2733
3138	14.2733
3139	12.2194
3140	10.597
3141	14.5186
3142	10.4454
3143	10.4454
3144	10.0291
3145	10.0291
3146	10.0291
3147	10.0291
3148	10.0291
3149	9.0777
3150	9.0777
3151	11.674
3152	11.674
3153	11.5832
3154	11.5832
3155	11.5832
3156	11.5832
3157	11.5832
3158	14.0208
3159	13.4209
3160	9.65474
3161	9.65474
3162	12.3814
3163	12.3814
3164	14.5693
3165	9.44253
3166	14.2752
3167	8.96029
3168	8.96029
3169	8.44961
3170	8.44961
3171	8.44961
3172	8.44961
3173	8.44961
3174	10.0811
3175	12.3712
3176	13.1727
3177	10.7233
3178	16.1533
3179	16.1533
3180	16.1533
3181	13.4658
3182	13.4658
3183	10.8751
3184	10.8751
3185	10.8751
3186	10.8751
3187	13.1991
3188	12.2365
3189	12.2365
3190	12.0696
3191	12.0696
3192	12.0696
3193	12.0696
3194	12.0696
3195	13.217
3196	13.217
3197	15.8032
3198	16.6649
3199	15.72
3200	9.20818
3201	9.20818
3202	9.20818
3203	8.13969
3204	12.9732
3205	12.9732
3206	14.8801
3207	14.8801
3208	14.8801
3209	13.4915
3210	13.4915
3211	13.4915
3212	13.4915
3213	9.819
3214	9.819
3215	9.819
3216	9.819
3217	11.6162
3218	11.9047
3219	16.1418
3220	16.1418
3221	16.1418
3222	16.1418
3223	16.1418
3224	14.6204
3225	12.7065
3226	12.7065
3227	12.5028
3228	12.5028
3229	12.5028
3230	8.70102
3231	8.70102
3232	11.3101
3233	11.3101
3234	11.3101
3235	11.3101
3236	11.3101
3237	11.3101
3238	11.3101
3239	11.4649
3240	11.4649
3241	11.4649
3242	15.7589
3243	15.7589
3244	17.2837
3245	17.2837
3246	17.2837
3247	12.4864
3248	12.4864
3249	12.4864
3250	12.4864
3251	11.9078
3252	11.9078
3253	10.5826
3254	12.0666
3255	14.5107
3256	14.5107
3257	14.9914
3258	14.9914
3259	14.9914
3260	14.9914
3261	13.3825
3262	13.3825
3263	8.37362
3264	10.0618
3265	12.5969
3266	15.4444
3267	15.4444
3268	15.4444
3269	15.296
3270	12.006
3271	12.006
3272	12.006
3273	15.2318
3274	14.4725
3275	11.9732
3276	11.9732
3277	11.9732
3278	11.9732
3279	10.8087
3280	10.8087
3281	9.74427
3282	8.91192
3283	8.91192
3284	7.25676
3285	7.19624
3286	8.85181
3287	12.4287
3288	12.4287
3289	12.4287
3290	9.59808
3291	9.59808
3292	15.1154
3293	11.6647
3294	10.4081
3295	10.4081
3296	10.4081
3297	10.4081
3298	10.4081
3299	9.48289
3300	12.9885
3301	12.9885
3302	11.8619
3303	11.8619
3304	13.102
3305	12.165
3306	12.165
3307	12.165
3308	12.165
3309	14.0552
3310	13.1689
3311	13.1689
3312	14.326
3313	14.326
3314	14.326
3315	14.326
3316	14.326
3317	14.326
3318	7.12176
3319	13.8192
3320	12.8099
3321	12.8099
3322	9.42251
3323	13.0919
3324	11.2542
3325	11.2542
3326	12.7891
3327	9.93029
3328	8.54912
3329	7.4487
3330	9.81384
3331	7.54482
3332	7.54482
3333	7.54482
3334	8.29472
3335	10.5666
3336	10.5666
3337	11.0136
3338	8.89042
3339	8.89042
3340	8.89042
3341	8.89042
3342	10.4773
3343	8.66305
3344	8.66305
3345	13.5776
3346	14.1071
3347	7.42503
3348	7.34128
3349	6.67756
3350	9.02215
3351	12.1236
3352	7.86039
3353	9.07434
3354	9.07434
3355	9.02608
3356	12.3721
3357	8.37191
3358	7.36953
3359	7.36953
3360	7.36953
3361	7.36953
3362	8.14595
3363	9.90608
3364	9.90608
3365	9.90608
3366	10.9673
3367	10.9673
3368	7.07992
3369	7.47301
3370	7.47301
3371	8.43526
3372	9.6312
3373	8.40203
3374	8.40203
3375	11.2672
3376	11.2672
3377	11.2672
3378	11.2672
3379	9.04971
3380	9.04971
3381	9.16386
3382	12.0745
3383	10.9599
3384	10.9599
3385	10.9599
3386	12.5328
3387	9.14425
3388	9.14425
3389	9.14425
3390	12.6701
3391	7.70825
3392	7.63187
3393	8.82689
3394	8.82689
3395	8.44673
3396	8.44673
3397	13.6291
3398	12.6917
3399	11.9801
3400	11.9801
3401	11.9801
3402	11.9801
3403	9.93013
3404	9.93013
3405	9.93013
3406	9.93013
3407	10.0325
3408	10.0325
3409	10.0325
3410	12.9191
3411	14.6292
3412	14.6292
3413	14.7304
3414	14.7304
3415	9.76999
3416	9.68107
3417	9.68107
3418	9.68107
3419	9.68107
3420	8.88015
3421	8.88015
3422	8.59339
3423	8.59339
3424	8.59339
3425	8.59339
3426	8.59339
3427	12.1765
3428	11.6377
3429	10.182
3430	10.182
3431	11.0455
3432	11.0455
3433	9.01163
3434	9.01163
3435	9.01163
3436	10.6735
3437	10.1371
3438	10.4662
3439	10.4662
3440	10.4662
3441	10.4662
3442	10.4662
3443	10.4662
3444	8.86825
3445	11.4413
3446	10.0781
3447	10.0781
3448	10.0781
3449	10.0781
3450	10.0781
3451	9.20629
3452	10.725
3453	10.725
3454	10.725
3455	10.725
3456	10.725
3457	11.1802
3458	14.1187
3459	12.9216
3460	12.9216
3461	12.9216
3462	12.9216
3463	13.2414
3464	18.1118
3465	18.1118
3466	18.1118
3467	18.1118
3468	18.1118
3469	13.7395
3470	10.7767
3471	10.7767
3472	10.7767
3473	10.7767
3474	10.7767
3475	10.7767
3476	10.5913
3477	10.5913
3478	10.5913
3479	8.81841
3480	8.81841
3481	8.81841
3482	8.60942
3483	9.34571
3484	9.34571
3485	9.34571
3486	9.34571
3487	9.34571
3488	9.34571
3489	9.34571
3490	9.34571
3491	9.34571
3492	9.34571
3493	9.34571
3494	13.0388
3495	12.2308
3496	12.2308
3497	11.9723
3498	10.3706
3499	10.3706
3500	10.3706
3501	10.3706
3502	11.8984
3503	13.6075
3504	14.8098
3505	14.8098
3506	11.4905
3507	11.4905
3508	11.4905
3509	11.4905
3510	11.4905
3511	10.3948
3512	12.8296
3513	12.8296
3514	11.9861
3515	11.9861
3516	9.73475
3517	9.73475
3518	9.73475
3519	9.73475
3520	9.73475
3521	11.0722
3522	11.0722
3523	10.8728
3524	8.48933
3525	8.48933
3526	12.2535
3527	12.2535
3528	12.2535
3529	12.6379
3530	12.6379
3531	13.4668
3532	15.5678
3533	11.313
3534	11.4845
3535	11.4845
3536	11.4845
3537	11.4845
3538	11.4845
3539	11.4845
3540	5.96523
3541	6.75134
3542	6.75134
3543	5.86767
3544	6.5135
3545	6.5135
3546	7.25727
3547	7.93381
3548	8.8792
3549	8.8792
3550	10.4251
3551	8.979
3552	13.588
3553	10.3353
3554	10.3353
3555	9.16289
3556	9.16289
3557	9.16289
3558	6.77941
3559	6.42799
3560	6.42799
3561	6.42799
3562	8.51685
3563	10.4789
3564	11.5627
3565	9.60946
3566	12.5874
3567	10.0232
3568	10.0232
3569	10.0232
3570	10.0232
3571	10.0232
3572	10.0232
3573	10.4769
3574	10.0776
3575	10.0776
3576	10.0776
3577	10.0776
3578	10.0776
3579	10.0776
3580	7.90097
3581	7.90097
3582	9.06593
3583	9.06593
3584	8.18208
3585	9.59213
3586	9.59213
3587	11.2567
3588	11.2567
3589	7.59653
3590	8.35341
3591	7.73473
3592	7.73473
3593	9.53758
3594	8.27332
3595	8.27332
3596	8.27332
3597	8.27332
3598	9.19004
3599	9.19004
3600	9.19004
3601	8.29706
3602	8.29706
3603	6.76153
3604	6.85672
3605	6.85672
3606	9.3578
3607	9.3578
3608	9.07572
3609	9.07572
3610	9.81841
3611	9.81841
3612	9.67785
3613	9.67785
3614	8.85995
3615	12.8734
3616	7.1754
3617	7.1754
3618	9.46022
3619	8.84799
3620	7.37333
3621	7.37333
3622	7.37333
3623	7.37333
3624	7.37333
3625	7.37333
3626	8.44938
3627	8.04645
3628	8.04645
3629	8.04645
3630	8.04645
3631	8.04645
3632	8.52636
3633	8.07059
3634	8.07059
3635	8.6518
3636	9.31343
3637	8.44933
3638	8.44933
3639	9.07718
3640	9.07718
3641	8.60519
3642	8.60519
3643	10.7059
3644	10.7059
3645	11.0291
3646	11.4583
3647	11.4583
3648	11.4583
3649	10.1496
3650	8.55278
3651	8.55278
3652	8.55278
3653	8.72201
3654	8.72201
3655	8.72201
3656	11.2305
