Sweep	Chain_l	Chain_r
4986	1	1
4987	1	1
4988	1	2
4989	1	1
4990	1	1
4991	1	1
4993	1	1
4994	1	1
4996	1	1
4999	1	1
5003	1	1
5005	1	1
5006	1	1
5007	1	1
5010	1	2
5011	1	1
5012	1	1
5013	1	2
5014	1	1
5021	1	1
5022	1	1
5026	1	1
5031	1	2
5032	1	2
5033	1	1
5034	1	1
5035	1	2
5037	1	1
5039	1	2
5040	1	1
5042	1	2
5043	1	2
5044	1	2
5047	1	1
5053	1	1
5055	1	1
5057	1	1
5059	1	1
5062	1	1
5063	1	1
5065	1	1
5066	1	2
5067	1	2
5068	1	2
5074	1	2
5075	1	2
5076	1	1
5078	1	1
5082	1	2
5084	1	1
5089	1	1
5090	1	1
5091	1	1
5095	1	1
5096	1	1
5100	1	1
5101	1	1
5103	1	2
5104	1	1
5106	1	2
5108	1	1
5110	1	1
5111	1	1
5113	1	1
5114	1	1
5115	1	1
5118	1	1
5119	1	1
5122	1	1
5124	1	1
5126	1	1
5127	1	1
5130	1	1
5131	1	1
5132	1	2
5133	1	1
5135	1	2
5142	1	2
5144	1	1
5145	1	1
5148	1	1
5153	1	1
5154	1	1
5155	1	1
5156	1	1
5157	1	1
5159	1	2
5160	1	1
5162	1	1
5163	1	1
5167	1	1
5169	1	1
5173	1	2
5174	1	1
5177	1	1
5178	1	1
5180	1	2
5183	1	1
5186	1	2
5188	1	1
5190	1	1
5191	1	1
5192	1	2
5193	1	1
5195	1	1
5197	1	1
5198	1	1
5199	1	1
5200	1	1
5202	1	1
5203	1	1
5205	1	1
5206	1	1
5208	1	1
5209	1	1
5211	1	1
5212	1	1
5213	1	1
5214	1	1
5215	1	1
5217	1	2
5219	1	1
5221	1	1
5222	1	1
5228	2	3
5229	1	1
5233	1	2
5234	1	2
5238	1	2
5240	1	2
5241	1	1
5245	1	1
5246	1	1
5247	1	1
5249	1	1
5253	1	1
5256	1	1
5257	1	1
5258	1	1
5260	1	1
5263	1	1
5265	1	1
5268	1	1
5271	1	2
5273	1	1
5277	1	1
5278	1	1
5280	1	1
5281	1	1
5282	1	1
5284	1	2
5286	1	1
5290	1	1
5291	1	2
5294	1	2
5298	1	2
5301	1	2
5303	1	1
5304	1	1
5305	1	1
5306	1	1
5307	1	1
5309	1	1
5310	1	1
5316	1	1
5323	1	1
5327	2	3
5328	1	1
5329	1	1
5331	1	1
5335	1	1
5336	1	2
5339	1	1
5341	1	1
5342	1	1
5344	1	2
5346	1	1
5350	1	1
5351	1	1
5352	1	1
5353	1	1
5354	1	2
5356	1	1
5357	1	1
5359	1	2
5360	1	2
5363	1	1
5365	1	1
5367	1	1
5371	1	1
5373	1	1
5375	1	1
5376	1	1
5377	1	2
5378	1	1
5379	1	1
5380	1	1
5381	1	1
5382	1	2
5385	1	2
5388	1	1
5389	1	2
5391	1	1
5393	1	1
5394	1	2
5395	1	1
5404	1	1
5405	1	2
5406	1	2
5407	1	1
5409	1	2
5414	1	2
5416	1	1
5417	1	1
5420	1	1
5422	2	3
5423	2	3
5426	1	1
5428	1	1
5436	1	1
5437	1	1
5439	1	1
5440	1	1
5441	1	1
5443	1	2
5444	1	1
5447	1	2
5448	1	2
5449	1	1
5456	1	1
5460	1	2
5461	1	2
5463	1	1
5464	1	2
5465	1	2
5468	1	1
5469	1	1
5470	1	2
5471	1	1
5472	1	1
5473	1	1
5475	1	1
5482	1	2
5484	1	1
5485	1	1
5486	1	1
5492	1	1
5495	1	1
5497	1	2
5498	1	1
5500	1	1
5501	1	1
5503	1	2
5504	1	1
5506	1	2
5507	1	1
5508	1	1
5509	1	2
5511	1	2
5512	1	2
5513	1	1
5515	1	2
5518	1	1
5520	1	1
5521	1	1
5524	1	2
5527	1	1
5530	1	2
5533	1	2
5535	1	2
5540	2	3
5543	1	1
5544	1	1
5545	1	1
5547	1	1
5552	2	3
5554	2	3
5556	1	1
5558	1	2
5561	1	1
5562	1	1
5568	1	1
5571	1	1
5572	1	1
5575	1	1
5577	1	2
5580	1	2
5582	1	2
5583	1	2
5587	1	1
5590	1	1
5591	1	1
5594	2	3
5598	1	1
5600	1	1
5601	1	1
5602	1	1
5603	1	1
5606	1	1
5607	1	1
5608	1	2
5609	1	2
5610	1	1
5611	1	1
5612	1	2
5614	1	1
5615	1	1
5616	1	1
5619	1	1
5620	1	1
5621	1	1
5625	1	2
5626	1	2
5627	1	1
5628	1	2
5629	1	2
5630	1	1
5633	1	1
5635	1	1
5636	1	1
5638	1	1
5639	1	1
5640	1	1
5643	1	1
5647	1	1
5649	1	1
5653	1	1
5655	1	1
5656	1	1
5657	1	1
5660	1	1
5665	1	1
5666	1	1
5671	1	1
5675	1	1
5678	1	1
5679	1	1
5682	1	1
5685	1	1
5688	1	1
5691	1	1
5692	1	1
5698	1	1
5701	1	1
5705	1	1
5708	1	1
5709	1	1
5710	1	1
5715	1	1
5716	1	1
5718	1	1
5720	1	1
5725	1	1
5726	1	1
5728	1	1
5729	1	1
5730	1	1
5732	1	1
5734	1	1
5736	1	1
5738	1	1
5742	1	1
5744	1	1
5745	1	2
5746	1	2
5747	1	2
5749	1	2
5750	1	2
5758	1	1
5765	1	1
5768	1	1
5769	1	1
5771	1	1
5774	1	1
5777	1	1
5779	1	1
5781	1	1
5784	1	1
5785	1	1
5789	1	1
5791	1	1
5794	1	2
5795	1	1
5798	1	2
5799	1	1
5804	1	1
5805	1	2
5806	1	2
5808	1	1
5809	1	1
5811	1	1
5813	1	2
5814	1	1
5815	1	2
5816	1	2
5817	1	1
5821	1	1
5827	1	1
5829	1	1
5830	1	1
5831	1	1
5834	1	1
5836	1	1
5840	1	1
5844	1	1
5847	1	1
5849	1	2
5851	1	2
5852	1	1
5855	1	1
5856	1	2
5857	1	2
5858	1	1
5860	1	2
5861	1	1
5862	1	1
5863	1	1
5869	1	2
5870	1	2
5873	1	1
5877	1	1
5883	1	1
5885	1	1
5886	1	1
5890	1	1
5893	1	1
5894	1	1
5895	1	1
5896	1	1
5897	1	1
5899	1	1
5900	1	1
5901	1	1
5904	1	1
5906	1	1
5908	1	1
5912	1	1
5913	1	1
5914	1	1
5916	1	2
5919	1	1
5921	1	2
5923	1	1
5924	1	1
5926	1	2
5928	1	1
5929	1	1
5931	1	1
5932	1	1
5934	1	1
5936	1	1
5937	1	2
5938	1	1
5940	1	1
5944	1	1
5945	1	1
5948	1	2
5950	1	1
5952	1	1
5953	1	1
5954	1	1
5956	1	1
5957	1	1
5961	1	1
5965	1	2
5966	1	2
5970	1	1
5973	1	1
5974	1	1
5975	1	1
5976	1	1
5977	1	1
5978	1	1
5981	1	1
5982	1	2
5984	1	2
5985	1	2
5987	1	1
5988	1	1
5989	1	1
5990	1	1
5991	1	1
5993	1	1
5995	1	1
6001	1	1
6003	1	1
6004	1	2
6005	1	1
6007	1	2
6009	1	2
6014	1	1
6015	1	1
6016	1	1
6018	1	2
6019	1	2
6022	1	1
6023	1	1
6026	1	1
6027	1	1
6028	1	1
6029	1	2
6032	1	1
6036	1	2
6037	1	2
6038	1	1
6039	1	1
6040	1	2
6043	1	2
6047	1	2
6048	1	1
6049	1	1
6051	1	1
6054	1	1
6055	1	2
6056	1	2
6058	1	1
6062	1	1
6063	1	2
6065	1	1
6066	1	1
6068	1	1
6069	1	1
6073	1	1
6074	1	1
6078	1	1
6079	1	1
6086	1	1
6087	1	1
6091	1	1
6094	1	1
6095	1	1
6097	1	1
6098	1	2
6099	1	1
6101	1	2
6103	1	1
6104	1	2
6106	1	1
6108	1	1
6111	1	2
6113	1	1
6114	1	1
6115	1	1
6116	1	1
6117	1	1
6119	1	2
6120	1	1
6122	1	1
6123	1	1
6125	1	2
6126	1	2
6129	1	1
6130	1	1
6131	1	1
6132	1	1
6134	2	3
6142	1	1
6148	1	1
6150	1	1
6153	1	1
6155	1	1
6157	1	1
6158	1	1
6159	1	1
6160	1	1
6162	1	2
6168	1	1
6169	1	1
6171	1	2
6172	1	1
6177	1	2
6180	1	2
6181	1	1
6182	1	1
6188	1	2
6192	1	2
6193	1	2
6196	1	2
6199	1	1
6201	1	1
6202	1	1
6203	1	1
6205	1	1
6206	1	1
6208	1	2
6209	1	1
6211	1	2
6213	1	1
6216	1	2
6217	1	2
6219	1	1
6220	1	2
6221	1	1
6222	1	1
6223	1	1
6224	1	1
6226	1	1
6227	1	1
6229	1	1
6230	1	1
6231	1	1
6232	1	1
6234	1	1
6235	1	1
6237	1	1
6240	1	1
6243	1	1
6244	1	1
6247	1	1
6248	1	1
6250	1	1
6251	1	1
6253	1	1
6254	1	1
6258	1	1
6259	1	1
6260	1	1
6261	1	1
6264	1	1
6266	1	1
6267	1	1
6268	1	1
6271	1	1
6272	1	1
6274	1	1
6276	1	1
6277	1	1
6278	1	1
6279	1	1
6280	1	1
6281	1	1
6282	1	1
6283	1	1
6284	1	2
6285	1	2
6286	1	1
6288	1	1
6291	1	1
6292	1	1
6298	1	1
6301	1	1
6304	1	1
6305	1	1
6310	1	1
6313	1	1
6315	1	2
6316	1	2
6317	1	1
6318	1	1
6320	1	1
6322	1	1
6323	1	1
6327	1	1
6329	1	1
6333	1	1
6335	1	1
6337	1	2
6339	1	2
6341	1	2
6343	1	1
6345	1	1
6346	1	1
6347	1	2
6348	1	2
6351	1	1
6355	1	1
6356	1	1
6357	1	2
6358	1	2
6359	1	2
6360	1	1
6363	1	1
6364	1	1
6366	1	2
6367	1	2
6368	1	1
6370	1	2
6373	1	1
6375	1	1
6376	1	1
6377	1	1
6379	1	1
6383	1	2
6384	1	1
6386	1	1
6390	1	1
6391	1	1
6392	1	1
6394	1	1
6395	1	1
6396	1	1
6399	1	1
6403	1	1
6404	1	1
6407	1	1
6411	1	1
6412	1	1
6413	1	1
6414	1	1
6415	1	1
6416	1	1
6417	1	1
6418	1	1
6419	1	1
6422	1	1
6423	1	1
6424	1	1
6426	1	1
6433	1	1
6437	1	1
6439	1	2
6441	1	1
6443	1	1
6444	1	1
6446	1	1
6447	1	1
6451	1	1
6452	1	2
6454	1	1
6455	1	1
6456	1	1
6457	1	1
6458	1	1
6464	1	1
6465	1	1
6466	1	1
6467	1	1
6468	1	1
6471	1	1
6472	1	1
6474	1	1
6476	1	1
6480	1	1
6481	1	1
6482	1	1
6484	1	1
6488	1	1
6489	1	1
6490	1	1
6491	1	2
6493	1	2
6494	1	1
6496	1	1
6499	1	1
6501	1	1
6502	1	1
6504	1	1
6505	1	1
6507	1	1
6510	1	1
6512	1	1
6513	1	1
6515	1	1
6518	1	1
6519	1	1
6520	1	1
6522	1	2
6523	1	2
6524	1	1
6527	1	1
6530	1	1
6531	1	1
6533	1	1
6536	1	1
6537	1	1
6540	1	1
6541	1	1
6546	1	2
6547	1	1
6548	1	2
6550	1	2
6551	1	1
6552	1	1
6553	1	2
6556	1	1
6559	1	1
6560	1	2
6564	1	1
6566	1	2
6567	1	2
6568	1	1
6569	1	2
6571	1	2
6573	1	1
6575	1	2
6576	1	1
6577	1	1
6578	1	2
6579	1	1
6580	1	2
6582	1	2
6585	1	2
6586	1	2
6588	1	2
6589	1	1
6595	1	1
6597	1	1
6600	1	2
6601	1	1
6602	1	1
6605	1	1
6608	2	3
6611	1	1
6613	1	1
6618	1	1
6621	1	1
6623	2	3
6628	1	1
6629	1	1
6630	2	3
6631	1	1
6636	2	3
6646	1	1
6647	1	1
6648	1	1
6649	1	1
6651	1	1
6653	1	1
6654	1	1
6656	1	1
6657	1	1
6658	2	3
6659	2	3
6660	1	1
6661	1	1
6666	1	2
6667	1	1
6671	1	2
6672	1	1
6674	1	2
6675	1	2
6676	1	1
6677	1	1
6678	1	1
6679	1	2
6680	1	1
6685	1	1
6686	1	1
6688	1	1
6689	1	1
6691	1	1
6693	1	2
6696	1	1
6697	1	1
6700	1	1
6701	1	1
6702	1	1
6705	1	1
6708	1	1
6709	1	1
6711	1	1
6715	1	1
6717	1	1
6718	1	1
6719	1	2
6720	1	2
6722	1	1
6723	1	1
6726	1	1
6727	1	1
6728	1	1
6729	1	1
6730	1	1
6731	1	1
6732	1	2
6733	1	2
6738	1	1
6739	1	1
6743	1	1
6744	1	1
6745	1	1
6746	1	1
6749	1	1
6750	1	1
6751	1	1
6752	1	1
6754	1	1
6755	1	1
6757	1	1
6758	1	2
6760	1	1
6761	1	2
6762	2	3
6763	1	2
6765	1	1
6766	1	2
6767	1	1
6768	1	1
6770	1	1
6771	2	3
6772	2	3
6774	2	3
6775	1	1
6777	2	3
6778	1	1
6779	1	1
6781	2	3
6782	1	1
6788	1	2
6790	1	2
6792	1	1
6793	1	2
6801	1	1
6802	1	1
6803	1	1
6807	2	3
6809	2	3
6811	1	1
6812	1	1
6814	1	2
6815	1	1
6817	1	2
6819	1	1
6820	1	1
6824	1	1
6825	2	3
6826	1	1
6830	1	2
6834	1	1
6836	1	1
6838	1	1
6847	1	1
6848	1	1
6850	1	1
6859	1	1
6861	1	1
6862	1	1
6864	1	1
6865	1	1
6867	1	2
6872	1	1
6874	1	1
6876	1	1
6877	1	1
6878	1	1
6884	1	2
6890	1	1
6891	1	2
6895	1	2
6899	1	2
6905	1	1
6907	1	1
6909	1	2
6910	1	2
6914	1	1
6918	1	2
6919	1	2
6920	1	1
6921	1	2
6922	1	2
6923	1	1
6924	1	1
6927	1	1
6932	1	1
6934	1	1
6935	1	1
6937	1	1
6940	1	2
6941	1	2
6943	1	1
6944	1	2
6945	1	1
6947	1	2
6949	1	1
6954	1	1
6960	1	1
6961	1	1
6963	1	1
6964	1	1
6965	1	2
6967	1	2
6968	1	2
6969	1	1
6972	1	2
6974	1	1
6976	1	1
6978	1	1
6979	1	1
6980	1	2
6982	1	1
6983	1	1
6987	1	1
6988	1	1
6990	1	2
6991	1	2
6992	1	1
6994	1	1
6995	1	1
7001	1	1
7002	1	1
7003	1	1
7004	1	2
7006	1	2
7007	1	1
7008	1	1
7010	1	1
7015	1	2
7016	1	2
7018	1	1
7021	1	1
7023	1	1
7026	1	2
7032	1	2
7034	1	1
7035	1	1
7036	1	1
7037	1	2
7041	1	2
7042	1	2
7044	1	1
7048	1	1
7051	1	1
7053	1	1
7054	1	2
7055	1	2
7058	1	1
7059	1	2
7060	1	1
7061	1	1
7063	1	1
7064	1	1
7067	1	1
7070	1	1
7072	1	1
7078	1	1
7079	1	1
7080	1	1
7081	1	1
7082	1	1
7083	1	1
7086	1	1
7087	1	1
7088	1	1
7089	1	1
7090	1	1
7092	1	1
7093	1	1
7094	1	2
7095	1	1
7096	1	2
7100	1	1
7101	1	1
7102	1	1
7104	1	1
7105	1	1
7108	1	1
7109	1	1
7112	1	1
7115	1	2
7120	1	2
7123	1	1
7126	1	2
7127	1	2
7129	1	2
7130	1	2
7132	1	2
7133	1	2
7136	1	1
7138	1	1
7139	1	1
7142	1	2
7146	1	2
7148	1	1
7153	1	2
7156	1	1
7158	1	2
7159	1	2
7160	1	1
7162	1	1
7163	1	2
7167	1	1
7169	1	1
7172	1	1
7173	1	1
7174	1	2
7175	1	1
7176	1	2
7177	1	1
7178	1	2
7179	1	2
7180	1	2
7181	1	2
7183	1	1
7185	1	1
7186	1	1
7187	1	2
7188	1	2
7189	1	1
7191	1	1
7197	1	1
7200	1	2
7201	1	1
7203	1	1
7205	1	1
7207	1	2
7209	1	1
7210	1	1
7213	1	1
7214	1	1
7217	1	1
7218	1	1
7222	1	1
7224	1	1
7225	1	1
7226	1	1
7227	1	1
7233	1	1
7234	1	1
7237	1	1
7238	1	1
7239	1	1
7244	1	1
7246	1	1
7250	1	1
7251	1	1
7253	1	1
7254	1	1
7256	1	1
7257	1	1
7259	1	1
7260	1	2
7261	1	2
7262	1	1
7263	1	1
7265	1	1
7266	1	2
7267	1	2
7268	1	1
7269	1	2
7270	1	2
7271	1	2
7272	1	1
7273	1	1
7275	1	1
7277	1	2
7280	1	1
7281	1	1
7283	1	2
7287	1	2
7289	1	1
7293	1	1
7294	1	2
7295	1	1
7296	1	1
7297	1	2
7298	1	2
7299	1	1
7303	1	1
7304	1	1
7305	1	1
7306	1	2
7310	1	1
7311	1	1
7313	1	1
7315	1	2
7317	1	1
7320	1	1
7323	1	1
7327	1	1
7331	1	1
7332	1	1
7336	1	1
7338	1	1
7339	1	2
7345	1	2
7346	1	1
7348	1	2
7351	1	1
7353	1	2
7355	1	2
7356	1	2
7358	1	2
7360	1	1
7361	1	1
7362	1	1
7363	1	1
7365	1	1
7367	1	1
7370	1	2
7371	1	2
7373	1	1
7375	1	1
7376	2	3
7377	2	3
7378	1	1
7381	1	1
7382	1	1
7383	1	1
7384	1	1
7386	1	1
7388	1	1
7389	1	1
7391	1	1
7394	1	1
7397	1	1
7399	1	1
7400	1	1
7402	1	1
7404	1	1
7407	1	1
7409	1	1
7416	1	1
7419	1	1
7420	1	1
7421	1	1
7422	1	1
7423	1	2
7424	1	2
7427	1	2
7430	1	1
7433	1	1
7435	1	1
7436	1	1
7437	1	1
7440	1	2
7441	1	1
7447	1	1
7450	1	1
7452	1	1
7456	1	1
7458	1	1
7460	1	1
7462	1	1
7463	1	1
7468	1	1
7470	1	1
7471	1	1
7472	1	2
7474	1	1
7478	1	1
7479	1	2
7480	1	1
7481	1	1
7485	1	1
7487	1	2
7490	1	2
7493	1	1
7496	1	1
7499	1	1
7500	1	1
7501	1	1
7502	1	1
7508	1	1
7510	1	2
7511	1	2
7514	1	1
7515	1	1
7517	1	1
7518	1	1
7521	1	1
7523	1	2
7524	1	1
7525	1	2
7527	1	2
7533	1	2
7535	1	1
7537	1	1
7538	1	2
7539	1	2
7542	1	2
7543	1	1
7544	1	2
7545	1	1
7546	1	1
7547	1	1
7552	1	1
7554	1	2
7555	1	1
7556	1	1
7559	1	1
7564	1	2
7565	1	1
7568	1	1
7570	1	1
7572	1	1
7574	1	2
7576	1	1
7577	1	1
7580	1	1
7581	1	2
7582	1	1
7585	1	2
7588	1	2
7590	1	1
7591	1	1
7592	1	1
7594	1	1
7599	1	2
7604	1	1
7611	1	1
7612	1	1
7619	1	1
7621	1	2
7628	1	2
7629	1	1
7631	1	2
7632	1	1
7635	1	1
7637	1	1
7641	1	2
7642	1	1
7643	1	2
7645	1	1
7649	1	2
7650	1	2
7655	1	1
7657	1	1
7658	1	1
7662	1	2
7663	1	1
7664	1	1
7666	1	2
7668	1	1
7669	1	1
7672	1	2
7674	1	1
7675	1	2
7676	1	1
7677	1	2
7678	1	1
7679	1	1
7680	1	1
7681	1	1
7687	1	1
7692	1	2
7693	1	1
7695	1	1
7699	1	1
7700	1	1
7701	1	1
7702	1	1
7706	1	1
7707	1	1
7708	1	1
7709	1	2
7710	1	2
7711	1	1
7713	1	2
7716	1	1
7717	1	1
7718	1	1
7719	1	1
7723	1	1
7724	1	1
7726	1	2
7727	1	2
7728	1	2
7729	1	1
7730	1	2
7732	1	1
7734	2	3
7735	2	3
7736	1	1
7737	1	1
7738	1	1
7741	1	1
7744	1	1
7745	1	1
7746	1	1
7749	1	1
7750	1	2
7751	1	1
7755	1	1
7756	1	1
7758	1	1
7760	1	1
7761	1	1
7764	1	1
7766	1	1
7771	1	1
7772	1	1
7773	1	1
7779	1	2
7780	1	1
7782	1	2
7783	1	1
7784	1	1
7786	1	2
7787	1	2
7789	1	1
7790	1	1
7792	1	1
7795	1	2
7796	1	1
7797	1	1
7799	1	1
7803	1	2
7805	1	1
7811	1	1
7812	1	2
7813	1	1
7815	1	1
7821	1	1
7822	1	1
7823	1	1
7824	1	1
7825	1	1
7827	1	2
7828	1	2
7829	1	2
7831	1	2
7835	1	2
7842	1	1
7844	1	1
7845	1	1
7848	1	1
7849	1	2
7850	1	2
7855	1	1
7856	1	1
7857	1	1
7858	1	1
7859	1	1
7860	1	2
7862	1	2
7863	1	2
7866	1	1
7868	1	1
7869	1	1
7871	1	1
7872	1	2
7876	1	2
7878	1	1
7881	1	1
7882	1	1
7883	1	1
7886	1	1
7888	1	2
7890	1	1
7893	1	1
7894	1	1
7895	1	2
7898	1	1
7899	1	1
7900	1	1
7905	1	1
7906	1	1
7909	1	1
7910	1	2
7912	1	1
7913	1	1
7914	1	1
7917	1	1
7918	1	2
7919	1	1
7920	1	2
7921	1	2
7923	1	2
7925	1	1
7927	1	2
7928	1	2
7929	1	1
7930	1	1
7933	1	1
7936	1	2
7937	1	1
7940	1	1
7942	1	2
7944	1	1
7945	1	2
7946	1	1
7947	1	2
7949	1	2
7956	1	1
7959	1	1
7961	1	2
7962	1	1
7964	1	1
7966	1	1
7969	1	1
7972	1	1
7974	1	1
7975	1	2
7977	1	1
7978	1	1
7982	1	1
7984	1	1
7986	1	1
7988	1	1
7989	1	1
7990	1	1
7991	1	1
7992	1	1
7994	1	1
7996	1	1
7997	1	1
7999	1	1
8003	1	1
8004	1	1
8005	1	1
8007	1	2
8008	1	2
8009	1	1
8011	1	2
8012	1	2
8014	1	1
8021	1	2
8023	1	1
8024	1	1
8026	1	1
8027	1	1
8029	1	1
8030	1	1
8036	1	1
8037	1	1
8038	1	1
8039	1	2
8040	1	1
8041	1	1
8047	1	1
8048	1	1
8049	1	1
8052	1	1
8055	1	1
8056	1	1
8057	1	1
8061	1	1
8064	1	2
8069	1	1
8070	1	1
8071	1	1
8072	1	2
8076	1	2
8077	1	1
8080	1	2
8081	1	2
8085	1	2
8087	1	1
8088	1	1
8090	1	1
8091	1	1
8092	1	1
8096	1	2
8097	1	2
8098	1	2
8099	1	1
8104	1	1
8105	1	2
8106	1	1
8107	1	2
8109	1	1
8111	1	1
8112	1	1
8113	1	2
8114	1	2
8115	1	2
8117	1	1
8120	1	1
8123	1	2
8124	1	2
8126	1	2
8129	1	1
8131	1	1
8132	1	1
8133	1	1
8136	1	1
8142	1	1
8144	1	2
8145	1	2
8146	1	1
8147	1	1
8148	1	1
8150	1	1
8152	1	1
8155	1	2
8156	1	1
8157	1	2
8160	1	2
8165	1	1
8168	1	2
8170	1	1
8171	1	1
8173	1	1
8174	1	2
8175	1	1
8176	1	2
8181	1	1
8182	1	2
8183	1	1
8185	1	1
8187	1	1
8189	1	2
8190	1	1
8191	1	2
8192	1	2
8197	1	1
8198	1	1
8199	1	1
8200	1	1
8201	1	1
8202	1	1
8204	1	1
8205	1	1
8206	1	1
8207	1	2
8208	1	1
8209	1	1
8211	1	1
8214	1	2
8215	1	1
8217	1	1
8218	1	1
8220	1	1
8221	1	1
8223	1	1
8225	1	1
8229	1	1
8234	1	2
8237	1	2
8238	1	1
8241	1	1
8243	1	1
8248	1	1
8252	1	1
8254	1	1
8255	2	3
8256	2	3
8257	1	1
8258	1	1
8259	1	2
8262	1	1
8263	1	1
8265	1	2
8266	1	1
8267	1	1
8268	1	2
8269	1	1
8271	1	2
8272	1	1
8274	1	1
8277	1	1
8278	1	2
8279	1	2
8280	1	1
8288	1	2
8289	1	2
8291	1	2
8292	1	1
8293	1	2
8302	1	1
8304	1	1
8305	1	2
8307	1	2
8308	1	2
8309	1	2
8315	1	2
8316	1	1
8317	1	1
8319	1	1
8321	1	1
8324	1	1
8325	1	1
8327	1	2
8329	1	1
8330	1	2
8332	1	2
8333	1	1
8336	1	1
8337	1	1
8339	1	1
8341	1	1
8342	1	1
8347	1	2
8349	1	1
8350	1	1
8351	1	1
8354	1	2
8357	1	2
8359	1	1
8362	1	2
8364	1	2
8368	1	2
8371	1	1
8372	1	1
8374	1	2
8378	1	1
8380	1	1
8383	1	1
8385	1	1
8387	1	2
8390	1	1
8392	2	3
8399	1	1
8400	1	1
8402	1	1
8403	1	1
8405	1	1
8407	1	1
8408	1	1
8410	1	1
8411	1	1
8413	1	1
8414	1	1
8416	1	1
8417	1	2
8418	1	1
8419	1	1
8421	1	1
8422	1	2
8423	1	1
8427	1	1
8429	1	1
8434	1	2
8438	1	1
8439	1	1
8440	1	1
8441	1	1
8442	1	1
8444	1	1
8445	1	1
8447	1	1
8448	1	2
8450	1	1
8452	1	1
8454	1	1
8455	1	2
8458	1	1
8459	1	1
8461	1	1
8462	1	1
8464	1	2
8466	1	2
8468	1	1
8470	1	2
8471	1	1
8472	1	2
8474	1	1
8477	1	1
8481	1	1
8482	1	2
8483	1	1
8484	1	1
8485	1	1
8486	1	1
8488	1	1
8489	1	1
8490	1	1
8493	1	1
8494	1	1
8495	1	2
8496	1	1
8498	1	1
8501	1	1
8504	1	1
8505	1	1
8506	1	2
8507	1	2
8509	1	2
8510	1	1
8513	1	1
8522	1	1
8523	1	1
8528	1	1
8531	1	2
8534	1	1
8538	1	1
8539	1	1
8540	1	2
8544	1	1
8545	1	1
8547	1	2
8549	1	1
8550	1	1
8551	1	2
8552	1	2
8553	1	1
8554	1	1
8555	1	1
8561	1	2
8563	1	1
8564	1	1
8565	1	1
8566	1	1
8568	1	1
8571	1	1
8572	1	1
8573	1	1
8574	1	1
8575	1	1
8577	1	1
8581	1	1
8586	1	1
8588	1	1
8592	1	2
8597	1	2
8599	1	1
8604	1	2
8605	1	2
8606	1	2
8608	1	2
8621	1	1
8622	1	1
8623	1	2
8624	1	1
8625	1	1
8628	1	2
8634	1	2
8635	1	2
8636	1	1
8637	1	1
8638	1	1
8639	1	1
8642	1	1
8644	1	2
8645	1	2
8646	1	1
8655	1	1
8657	1	1
8663	1	2
8667	1	2
8669	1	2
8671	1	2
8673	1	1
8678	1	1
8679	1	2
8680	1	2
8681	1	2
8683	1	2
8684	1	2
8686	1	2
8687	1	1
8689	1	2
8690	1	2
8693	1	1
8695	1	1
8699	1	1
8700	1	1
8701	1	1
8703	1	1
8707	1	1
8708	1	1
8709	1	1
8710	1	1
8713	1	1
8715	1	1
8717	1	1
8721	1	1
8724	1	2
8725	1	2
8727	1	1
8731	1	2
8733	1	1
8734	1	1
8737	1	1
8742	1	1
8747	1	1
8749	1	1
8750	1	1
8751	1	1
8752	1	1
8757	1	1
8758	1	1
8760	1	1
8762	1	1
8764	1	1
8765	1	1
8767	1	1
8772	1	2
8773	1	2
8774	1	2
8775	1	1
8777	1	2
8778	1	1
8780	1	1
8783	1	1
8784	1	1
8785	1	1
8787	2	3
8789	1	1
8790	2	3
8795	2	3
8796	1	1
8801	2	3
8802	1	1
8803	1	1
8804	1	1
8806	2	3
8807	2	3
8808	1	1
8809	1	1
8810	1	1
8811	1	1
8812	2	3
8814	1	1
8815	1	1
8816	1	1
8818	1	1
8820	1	1
8821	1	1
8823	2	3
8827	2	3
8830	2	3
8832	1	1
8834	1	1
8835	1	1
8838	1	1
8841	1	1
8842	1	1
8843	1	1
8845	1	1
8846	1	1
8847	1	1
8850	1	1
8852	2	3
8854	1	1
8855	1	1
8858	1	1
8860	1	1
8862	1	1
8863	1	1
8866	1	1
8868	1	1
8869	1	1
8871	1	1
8872	1	1
8875	1	1
8877	1	2
8878	1	1
8880	1	2
8881	1	1
8882	1	1
8883	1	1
8889	1	1
8890	1	1
8891	1	2
8893	2	3
8897	1	1
8898	1	1
8906	1	1
8908	1	1
8914	1	1
8915	1	1
8916	1	1
8917	1	1
8919	1	1
8920	1	1
8923	1	2
8925	1	2
8926	1	2
8927	1	2
8931	1	2
8932	1	1
8933	1	1
8936	1	1
8937	1	1
8938	1	2
8939	1	1
8941	1	1
8945	1	1
8946	1	1
8949	1	2
8952	1	2
8953	1	1
8954	1	2
8955	1	1
8957	1	2
8961	1	2
8962	1	1
8963	1	1
8965	1	1
8967	1	1
8968	1	1
8969	1	2
8971	1	2
8974	1	1
8979	1	2
8980	1	2
8981	1	1
8982	1	2
8987	1	1
8988	2	3
8992	1	1
8994	1	1
9000	1	1
9001	1	1
9003	1	2
9004	1	2
9005	1	1
9007	1	1
9008	1	2
9010	1	2
9011	1	2
9013	1	1
9014	1	1
9017	1	2
9026	1	1
9027	1	1
9028	1	1
9032	1	1
9036	1	1
9037	1	1
9038	1	1
9039	1	1
9040	2	3
9046	1	1
9047	1	1
9048	1	1
