Sweep	Chain_1	Chain_2	Chain_3	
1496	8	18	26	
1497	8	18	26	
1498	8	18	26	
1499	8	19	27	
1500	8	19	27	
1501	11	17	25	
1502	10	15	24	
1503	11	13	27	
1504	10	10	28	
1505	10	10	28	
1506	10	10	28	
1507	10	10	28	
1508	10	10	28	
1509	12	14	28	
1510	12	11	28	
1511	12	11	28	
1512	12	13	24	
1513	13	12	24	
1514	12	14	24	
1515	12	14	24	
1516	11	21	15	
1517	11	15	21	
1518	11	15	21	
1519	11	15	21	
1520	11	15	21	
1521	12	18	23	
1522	11	18	22	
1523	11	18	22	
1524	11	18	22	
1525	11	15	22	
1526	9	18	22	
1527	9	18	22	
1528	9	18	22	
1529	9	18	22	
1530	9	22	18	
1531	9	22	18	
1532	8	14	20	
1533	8	14	20	
1534	7	17	20	
1535	8	13	20	
1536	8	13	20	
1537	8	16	20	
1538	8	22	18	
1539	8	22	18	
1540	8	18	22	
1541	7	18	22	
1542	5	14	25	
1543	5	14	25	
1544	14	5	25	
1545	6	15	21	
1546	8	21	21	
1547	6	23	18	
1548	7	18	24	
1549	7	15	26	
1550	6	17	27	
1551	11	14	28	
1552	11	14	28	
1553	10	12	28	
1554	8	14	27	
1555	8	14	27	
1556	8	20	29	
1557	8	16	24	
1558	8	16	24	
1559	9	15	26	
1560	8	15	28	
1561	8	15	28	
1562	9	16	28	
1563	9	13	28	
1564	8	13	29	
1565	8	17	21	
1566	8	17	21	
1567	8	17	21	
1568	8	17	21	
1569	8	17	21	
1570	7	14	25	
1571	7	14	25	
1572	7	14	25	
1573	8	16	24	
1574	10	16	23	
1575	8	18	26	
1576	8	14	26	
1577	8	14	26	
1578	8	14	26	
1579	8	14	26	
1580	8	14	26	
1581	7	11	28	
1582	7	11	28	
1583	9	12	26	
1584	9	12	26	
1585	9	12	26	
1586	9	12	26	
1587	9	12	26	
1588	7	11	26	
1589	9	15	27	
1590	12	8	28	
1591	12	8	28	
1592	8	12	28	
1593	8	12	28	
1594	8	12	28	
1595	8	12	28	
1596	8	14	28	
1597	7	14	28	
1598	15	6	28	
1599	8	15	28	
1600	6	18	26	
1601	6	18	26	
1602	6	18	26	
1603	7	16	27	
1604	6	15	27	
1605	6	15	27	
1606	7	17	28	
1607	7	17	28	
1608	12	6	28	
1609	11	6	28	
1610	6	11	28	
1611	6	11	28	
1612	6	11	28	
1613	5	10	28	
1614	5	10	27	
1615	4	11	27	
1616	5	9	25	
1617	7	6	27	
1618	7	9	25	
1619	8	6	22	
1620	8	6	22	
1621	6	8	22	
1622	8	6	22	
1623	7	8	25	
1624	7	8	25	
1625	8	7	25	
1626	8	7	25	
1627	8	7	25	
1628	8	7	25	
1629	8	7	25	
1630	7	8	25	
1631	7	8	25	
1632	8	7	25	
1633	7	8	25	
1634	6	9	25	
1635	9	9	26	
1636	9	9	26	
1637	9	9	26	
1638	9	9	26	
1639	9	9	26	
1640	9	9	26	
1641	9	9	26	
1642	9	9	26	
1643	9	8	24	
1644	6	10	22	
1645	6	10	22	
1646	7	5	23	
1647	5	7	22	
1648	7	5	22	
1649	7	8	23	
1650	5	7	21	
1651	7	5	21	
1652	7	5	21	
1653	6	7	23	
1654	7	6	28	
1655	6	7	28	
1656	8	9	27	
1657	8	9	27	
1658	8	9	27	
1659	10	9	23	
1660	10	9	23	
1661	9	7	23	
1662	9	9	20	
1663	9	9	20	
1664	8	10	18	
1665	8	8	19	
1666	10	8	21	
1667	9	6	21	
1668	9	6	21	
1669	7	11	20	
1670	7	11	20	
1671	7	10	24	
1672	11	6	24	
1673	6	11	24	
1674	11	6	24	
1675	7	9	24	
1676	8	10	24	
1677	6	10	27	
1678	5	13	23	
1679	5	13	23	
1680	5	13	23	
1681	8	14	24	
1682	8	14	24	
1683	11	8	22	
1684	11	8	22	
1685	10	12	22	
1686	8	11	18	
1687	8	11	18	
1688	10	12	19	
1689	10	12	19	
1690	12	10	19	
1691	12	10	19	
1692	10	8	22	
1693	11	9	20	
1694	9	11	20	
1695	9	11	20	
1696	9	11	20	
1697	15	10	21	
1698	11	14	21	
1699	10	11	22	
1700	12	11	21	
1701	10	11	20	
1702	11	10	20	
1703	9	11	18	
1704	11	9	18	
1705	12	8	18	
1706	8	12	18	
1707	7	11	20	
1708	7	13	24	
1709	9	20	19	
1710	9	14	23	
1711	12	11	18	
1712	12	11	18	
1713	11	12	18	
1714	12	11	18	
1715	10	15	18	
1716	10	15	18	
1717	9	11	19	
1718	7	11	20	
1719	7	11	20	
1720	10	7	23	
1721	8	9	20	
1722	10	7	22	
1723	7	9	14	
1724	6	11	21	
1725	6	11	15	
1726	11	6	15	
1727	11	6	15	
1728	9	7	13	
1729	9	7	13	
1730	7	9	13	
1731	9	7	13	
1732	7	10	17	
1733	7	12	12	
1734	8	14	14	
1735	7	9	14	
1736	7	8	15	
1737	8	7	15	
1738	8	7	15	
1739	9	10	20	
1740	10	9	23	
1741	11	10	19	
1742	11	10	19	
1743	13	11	16	
1744	13	16	11	
1745	12	13	18	
1746	12	9	18	
1747	9	12	18	
1748	7	11	19	
1749	9	9	15	
1750	10	11	16	
1751	9	12	20	
1752	9	12	20	
1753	9	12	20	
1754	9	12	20	
1755	9	20	20	
1756	9	19	20	
1757	9	19	20	
1758	9	20	19	
1759	11	17	21	
1760	11	17	21	
1761	11	18	18	
1762	12	19	20	
1763	12	15	19	
1764	14	16	23	
1765	14	16	23	
1766	14	16	23	
1767	12	14	25	
1768	11	15	25	
1769	12	16	23	
1770	12	16	23	
1771	13	11	25	
1772	9	8	28	
1773	9	8	28	
1774	9	8	28	
1775	11	10	28	
1776	10	10	28	
1777	8	12	28	
1778	8	15	28	
1779	9	14	28	
1780	14	9	28	
1781	9	14	28	
1782	8	13	26	
1783	13	8	26	
1784	10	13	28	
1785	9	12	26	
1786	9	12	26	
1787	11	11	26	
1788	11	11	26	
1789	11	17	25	
1790	11	15	27	
1791	11	15	27	
1792	11	15	27	
1793	13	12	27	
1794	12	12	26	
1795	12	12	26	
1796	13	12	28	
1797	13	12	28	
1798	10	11	26	
1799	12	10	24	
1800	11	13	21	
1801	16	11	23	
1802	11	16	25	
1803	11	16	25	
1804	11	16	27	
1805	8	17	22	
1806	8	12	24	
1807	8	12	24	
1808	8	12	24	
1809	8	12	24	
1810	8	12	24	
1811	8	12	24	
1812	8	14	23	
1813	8	15	23	
1814	7	14	23	
1815	8	11	24	
1816	11	8	24	
1817	8	11	24	
1818	9	11	25	
1819	12	11	26	
1820	13	9	26	
1821	10	15	27	
1822	10	15	27	
1823	10	15	27	
1824	10	15	27	
1825	11	14	26	
1826	10	15	28	
1827	10	15	28	
1828	12	9	28	
1829	9	12	28	
1830	9	12	28	
1831	9	12	28	
1832	12	9	28	
1833	11	10	29	
1834	8	14	28	
1835	7	15	28	
1836	8	12	27	
1837	13	9	28	
1838	9	13	28	
1839	9	13	28	
1840	12	11	27	
1841	9	13	27	
1842	8	14	27	
1843	8	14	25	
1844	8	12	25	
1845	8	10	26	
1846	9	11	25	
1847	11	9	25	
1848	9	10	27	
1849	9	9	28	
1850	9	9	28	
1851	9	9	28	
1852	9	9	28	
1853	9	9	25	
1854	8	10	24	
1855	8	10	24	
1856	10	8	24	
1857	8	10	24	
1858	9	10	22	
1859	9	13	25	
1860	8	10	26	
1861	8	10	26	
1862	10	8	26	
1863	8	10	26	
1864	8	10	25	
1865	8	10	28	
1866	10	8	27	
1867	9	9	27	
1868	9	9	27	
1869	9	9	27	
1870	7	8	26	
1871	7	8	26	
1872	7	8	26	
1873	8	7	26	
1874	8	7	26	
1875	8	7	26	
1876	7	8	26	
1877	7	10	25	
1878	7	10	25	
1879	7	10	25	
1880	7	10	25	
1881	7	10	25	
1882	7	10	25	
1883	11	7	27	
1884	9	11	28	
1885	11	9	28	
1886	9	10	24	
1887	10	8	25	
1888	8	7	25	
1889	7	7	24	
1890	7	10	26	
1891	7	10	26	
1892	7	10	26	
1893	8	11	27	
1894	8	11	27	
1895	10	8	26	
1896	10	9	28	
1897	9	7	27	
1898	11	8	27	
1899	11	8	27	
1900	10	9	25	
1901	9	9	27	
1902	9	9	27	
1903	9	7	27	
1904	8	8	27	
1905	8	8	27	
1906	10	13	27	
1907	10	13	27	
1908	12	13	28	
1909	12	11	27	
1910	9	14	27	
1911	9	14	27	
1912	9	11	28	
1913	10	12	28	
1914	9	16	28	
1915	9	12	27	
1916	11	14	27	
1917	11	14	27	
1918	11	14	27	
1919	11	14	27	
1920	11	14	27	
1921	12	13	27	
1922	13	10	28	
1923	14	8	27	
1924	13	11	27	
1925	13	11	27	
1926	11	13	27	
1927	11	13	28	
1928	11	13	28	
1929	13	11	28	
1930	13	13	26	
1931	13	12	28	
1932	12	13	28	
1933	12	14	28	
1934	12	15	28	
1935	13	14	28	
1936	14	11	28	
1937	11	14	28	
1938	11	13	28	
1939	11	13	28	
1940	11	13	28	
1941	11	13	28	
1942	11	12	28	
1943	11	12	28	
1944	12	11	28	
1945	11	12	28	
1946	11	10	28	
1947	10	11	28	
1948	12	10	27	
1949	12	10	27	
1950	9	13	27	
1951	9	13	27	
1952	13	9	27	
1953	13	9	27	
1954	9	13	27	
1955	11	10	28	
1956	10	11	28	
1957	10	11	28	
1958	11	11	28	
1959	11	9	28	
1960	11	10	28	
1961	9	9	28	
1962	9	12	24	
1963	12	13	27	
1964	11	11	28	
1965	11	11	28	
1966	9	12	27	
1967	9	13	27	
1968	9	13	28	
1969	12	18	28	
1970	12	18	28	
1971	12	18	27	
1972	10	19	27	
1973	10	20	28	
1974	10	15	27	
1975	10	15	27	
1976	10	17	28	
1977	10	19	28	
1978	10	18	28	
1979	10	18	28	
1980	9	18	27	
1981	9	18	27	
1982	9	18	27	
1983	12	17	28	
1984	9	23	26	
1985	9	23	26	
1986	9	23	26	
1987	9	23	26	
1988	9	23	26	
1989	9	23	26	
1990	9	23	26	
1991	9	23	26	
1992	9	23	26	
1993	9	23	26	
1994	9	23	26	
1995	9	16	26	
1996	8	18	24	
1997	8	18	24	
1998	8	18	24	
1999	8	17	24	
2000	10	14	28	
2001	10	14	28	
2002	9	16	26	
2003	9	13	28	
2004	9	9	26	
2005	9	11	27	
2006	9	11	27	
2007	9	11	27	
2008	9	11	27	
2009	10	10	27	
2010	10	10	27	
2011	10	10	27	
2012	10	10	27	
2013	10	10	27	
2014	10	10	27	
2015	10	10	27	
2016	10	10	27	
2017	10	10	27	
2018	10	10	27	
2019	11	9	27	
2020	11	9	27	
2021	11	9	27	
2022	11	7	27	
2023	11	7	27	
2024	12	7	28	
2025	11	8	27	
2026	13	7	28	
2027	13	7	28	
2028	11	8	26	
2029	11	8	26	
2030	8	11	27	
2031	11	8	27	
2032	9	8	28	
2033	9	8	28	
2034	8	9	28	
2035	7	11	27	
2036	9	7	24	
2037	10	8	22	
2038	8	10	22	
2039	8	10	22	
2040	8	10	22	
2041	8	10	22	
2042	8	10	22	
2043	8	10	22	
2044	7	8	24	
2045	7	8	24	
2046	7	8	24	
2047	6	9	27	
2048	6	9	27	
2049	6	13	27	
2050	8	12	28	
2051	7	14	28	
2052	9	11	28	
2053	6	17	28	
2054	6	17	28	
2055	6	17	28	
2056	9	11	28	
2057	8	15	28	
2058	6	15	28	
2059	6	15	28	
2060	6	15	28	
2061	7	13	28	
2062	9	16	28	
2063	9	16	28	
2064	9	16	28	
2065	9	16	28	
2066	12	8	28	
2067	8	13	28	
2068	8	13	28	
2069	8	13	28	
2070	8	13	28	
2071	10	12	25	
2072	9	14	27	
2073	8	14	28	
2074	8	14	28	
2075	8	14	28	
2076	7	11	27	
2077	7	11	27	
2078	7	11	27	
2079	8	8	28	
2080	7	9	26	
2081	7	9	26	
2082	7	9	26	
2083	7	9	26	
2084	8	9	27	
2085	11	8	26	
2086	11	8	26	
2087	11	7	28	
2088	8	10	28	
2089	8	10	28	
2090	10	8	28	
2091	9	11	28	
2092	12	10	27	
2093	13	9	27	
2094	8	12	24	
2095	8	12	24	
2096	8	12	24	
2097	11	12	23	
2098	12	11	23	
2099	11	12	23	
2100	12	11	23	
2101	9	11	24	
2102	11	14	26	
2103	11	14	26	
2104	11	14	26	
2105	11	14	26	
2106	11	14	26	
2107	11	13	22	
2108	11	16	27	
2109	11	16	27	
2110	11	11	26	
2111	11	13	23	
2112	10	11	27	
2113	9	11	27	
2114	9	13	25	
2115	9	13	25	
2116	11	12	26	
2117	11	11	27	
2118	10	13	28	
2119	10	13	28	
2120	10	13	28	
2121	10	13	28	
2122	10	15	27	
2123	10	15	27	
2124	10	17	28	
2125	10	17	28	
2126	9	13	28	
2127	9	13	28	
2128	9	12	28	
2129	9	15	28	
2130	9	15	28	
2131	9	15	28	
2132	9	13	28	
2133	9	13	28	
2134	9	13	28	
2135	9	13	28	
2136	9	13	28	
2137	11	16	28	
2138	10	16	27	
2139	10	16	27	
2140	9	18	27	
2141	9	18	27	
2142	9	18	27	
2143	9	16	28	
2144	9	13	27	
2145	10	15	27	
2146	14	11	27	
2147	11	14	27	
2148	11	14	27	
2149	9	16	28	
2150	12	13	28	
2151	12	13	24	
2152	14	11	22	
2153	12	10	28	
2154	12	10	28	
2155	12	10	28	
2156	10	11	27	
2157	9	14	28	
2158	9	14	28	
2159	9	12	28	
2160	11	13	28	
2161	11	13	28	
2162	11	13	28	
2163	11	16	27	
2164	10	15	27	
2165	10	15	27	
2166	10	15	27	
2167	10	15	27	
2168	10	15	27	
2169	11	15	28	
2170	11	15	28	
2171	10	16	26	
2172	10	16	26	
2173	10	16	26	
2174	10	16	26	
2175	10	13	27	
2176	11	13	26	
2177	11	13	26	
2178	11	13	26	
2179	11	13	26	
2180	12	17	28	
2181	12	17	28	
2182	12	17	28	
2183	12	14	26	
2184	10	15	27	
2185	12	15	26	
2186	12	15	26	
2187	12	15	26	
2188	12	15	26	
2189	12	15	26	
2190	12	15	26	
2191	12	13	27	
2192	12	13	27	
2193	12	13	27	
2194	13	18	27	
2195	13	18	27	
2196	13	18	27	
2197	13	18	27	
2198	9	16	25	
2199	11	16	28	
2200	11	20	28	
2201	11	20	28	
2202	11	20	28	
2203	11	20	28	
2204	11	20	28	
2205	11	20	28	
2206	11	20	28	
2207	11	20	28	
2208	12	17	27	
2209	10	12	28	
2210	11	13	28	
2211	11	13	28	
2212	11	13	28	
2213	11	13	28	
2214	11	15	27	
2215	10	20	27	
2216	10	20	27	
2217	10	20	27	
2218	10	16	28	
2219	10	16	28	
2220	10	16	28	
2221	9	18	28	
2222	9	18	28	
2223	9	13	26	
2224	9	13	26	
2225	9	15	23	
2226	9	15	23	
2227	9	15	23	
2228	10	13	25	
2229	10	13	25	
2230	10	13	25	
2231	10	18	21	
2232	10	21	18	
2233	11	22	23	
2234	12	18	27	
2235	12	18	27	
2236	11	20	28	
2237	11	16	28	
2238	11	16	28	
2239	11	14	26	
2240	10	10	28	
2241	11	12	27	
2242	10	11	28	
2243	10	11	28	
2244	10	11	28	
2245	12	10	27	
2246	9	9	28	
2247	9	9	28	
2248	8	9	27	
2249	7	10	27	
2250	10	7	27	
2251	10	7	27	
2252	10	7	27	
2253	8	13	28	
2254	7	12	28	
2255	12	7	28	
2256	10	10	28	
2257	10	10	28	
2258	10	10	28	
2259	9	12	28	
2260	9	15	27	
2261	9	15	27	
2262	9	15	27	
2263	9	15	27	
2264	10	13	27	
2265	11	12	27	
2266	11	16	26	
2267	11	15	28	
2268	11	15	28	
2269	11	15	28	
2270	11	15	28	
2271	12	15	27	
2272	12	15	27	
2273	12	15	27	
2274	12	15	27	
2275	12	15	27	
2276	11	13	28	
2277	12	14	27	
2278	12	14	27	
2279	12	14	27	
2280	11	12	28	
2281	11	12	28	
2282	12	13	27	
2283	11	10	28	
2284	11	10	28	
2285	11	10	28	
2286	11	10	28	
2287	11	10	28	
2288	11	10	28	
2289	11	10	28	
2290	10	13	28	
2291	12	16	28	
2292	12	16	28	
2293	12	21	27	
2294	12	21	27	
2295	12	21	27	
2296	12	21	27	
2297	12	21	27	
2298	12	21	27	
2299	10	16	28	
2300	9	18	28	
2301	10	20	24	
2302	9	22	25	
2303	10	19	25	
2304	10	17	22	
2305	10	20	27	
2306	10	16	25	
2307	10	16	25	
2308	10	16	25	
2309	11	15	25	
2310	11	15	25	
2311	11	15	25	
2312	11	13	28	
2313	11	13	28	
2314	11	13	28	
2315	10	15	26	
2316	10	13	24	
2317	11	10	25	
2318	10	12	27	
2319	11	15	28	
2320	11	15	28	
2321	10	13	26	
2322	13	10	26	
2323	10	9	24	
2324	11	10	23	
2325	10	10	25	
2326	10	10	25	
2327	11	11	27	
2328	11	11	27	
2329	11	11	27	
2330	11	11	27	
2331	12	12	24	
2332	11	11	25	
2333	11	14	24	
2334	11	14	24	
2335	13	10	24	
2336	12	14	28	
2337	12	14	28	
2338	12	14	28	
2339	12	14	28	
2340	12	14	28	
2341	12	12	25	
2342	11	13	26	
2343	11	13	26	
2344	11	12	26	
2345	12	11	26	
2346	11	12	26	
2347	11	12	26	
2348	12	11	26	
2349	11	12	26	
2350	10	13	26	
2351	10	13	26	
2352	11	15	28	
2353	11	15	28	
2354	11	15	28	
2355	11	15	28	
2356	11	15	28	
2357	10	15	26	
2358	10	15	26	
2359	10	12	28	
2360	10	13	26	
2361	10	13	26	
2362	10	13	26	
2363	10	13	26	
2364	10	12	25	
2365	10	12	25	
2366	10	12	25	
2367	12	14	25	
2368	10	11	27	
2369	10	14	27	
2370	11	14	28	
2371	10	12	28	
2372	12	10	28	
2373	10	12	28	
2374	12	10	28	
2375	10	13	28	
2376	10	13	28	
2377	10	13	28	
2378	11	11	28	
2379	11	11	28	
2380	9	12	27	
2381	9	11	28	
2382	11	9	28	
2383	9	8	28	
2384	8	9	28	
2385	9	8	28	
2386	10	10	28	
2387	10	11	28	
2388	11	11	28	
2389	10	11	25	
2390	10	11	25	
2391	11	10	25	
2392	10	10	25	
2393	10	10	25	
2394	12	9	27	
2395	10	9	26	
2396	10	9	26	
2397	10	9	26	
2398	10	9	26	
2399	9	10	26	
2400	9	10	26	
2401	9	10	26	
2402	11	11	28	
2403	11	11	28	
2404	9	11	27	
2405	9	11	27	
2406	10	10	27	
2407	9	14	29	
2408	10	12	28	
2409	12	13	28	
2410	13	12	28	
2411	11	9	27	
2412	9	11	26	
2413	8	11	26	
2414	7	14	26	
2415	8	12	28	
2416	8	12	28	
2417	7	14	28	
2418	7	14	28	
2419	7	14	28	
2420	7	14	28	
2421	8	12	28	
2422	12	8	28	
2423	8	12	28	
2424	10	8	28	
2425	10	8	27	
2426	11	10	27	
2427	11	10	27	
2428	11	10	27	
2429	11	10	27	
2430	13	9	28	
2431	9	13	28	
2432	9	13	28	
2433	13	11	27	
2434	11	13	27	
2435	13	11	27	
2436	13	11	27	
2437	13	11	27	
2438	11	12	27	
2439	11	12	27	
2440	11	12	27	
2441	11	12	27	
2442	11	12	27	
2443	11	12	27	
2444	12	13	28	
2445	12	13	28	
2446	14	14	28	
2447	14	14	28	
2448	14	14	28	
2449	14	14	28	
2450	10	15	28	
2451	10	11	29	
2452	10	12	29	
2453	9	9	28	
2454	9	8	28	
2455	9	7	28	
2456	9	6	27	
2457	6	9	27	
2458	7	10	27	
2459	10	7	27	
2460	10	7	27	
2461	7	10	27	
2462	9	8	27	
2463	9	8	27	
2464	4	10	25	
2465	10	4	25	
2466	4	10	26	
2467	4	11	27	
2468	4	11	27	
2469	4	16	23	
2470	5	12	26	
2471	12	5	26	
2472	5	12	26	
2473	12	7	27	
2474	12	7	27	
2475	11	6	27	
2476	11	7	27	
2477	10	6	24	
2478	12	6	24	
2479	11	7	28	
2480	11	8	24	
2481	8	11	24	
2482	12	9	24	
2483	12	9	24	
2484	12	9	24	
2485	8	10	25	
2486	11	10	27	
2487	11	10	28	
2488	11	15	29	
2489	11	14	28	
2490	12	12	27	
2491	11	12	27	
2492	11	12	27	
2493	12	11	27	
2494	11	10	26	
2495	11	13	24	
2496	11	13	24	
2497	10	14	24	
2498	12	12	25	
2499	13	12	24	
2500	12	11	28	
2501	12	11	28	
2502	10	10	26	
2503	10	10	26	
2504	10	10	26	
2505	11	13	25	
2506	10	14	21	
2507	10	12	25	
2508	10	12	25	
2509	10	12	25	
2510	10	12	25	
2511	12	13	26	
2512	12	13	26	
2513	13	12	26	
2514	13	12	26	
2515	13	12	26	
2516	12	13	26	
2517	10	13	27	
2518	10	13	27	
2519	10	13	27	
2520	10	11	26	
2521	12	12	23	
2522	9	11	25	
2523	11	9	25	
2524	11	9	25	
2525	11	9	25	
2526	12	10	26	
2527	12	10	26	
2528	12	9	26	
2529	12	9	26	
2530	11	9	27	
2531	10	16	26	
2532	10	12	25	
2533	12	10	25	
2534	10	12	25	
2535	10	12	25	
2536	10	12	25	
2537	10	12	25	
2538	10	14	28	
2539	10	14	28	
2540	10	14	28	
2541	10	11	27	
2542	10	11	27	
2543	10	11	27	
2544	11	9	29	
2545	9	11	29	
2546	11	9	29	
2547	11	11	28	
2548	11	11	29	
2549	11	11	29	
2550	11	11	29	
2551	11	11	28	
2552	11	12	28	
2553	11	10	27	
2554	10	11	27	
2555	11	10	27	
2556	9	11	27	
2557	10	9	27	
2558	12	9	26	
2559	8	11	26	
2560	8	11	26	
2561	8	11	26	
2562	9	10	28	
2563	12	12	28	
2564	12	12	28	
2565	12	12	28	
2566	12	12	28	
2567	10	12	28	
2568	10	12	28	
2569	10	12	28	
2570	9	10	26	
2571	10	10	26	
2572	11	13	27	
2573	11	13	27	
2574	11	13	27	
2575	10	15	28	
2576	11	14	26	
2577	12	12	27	
2578	12	12	27	
2579	12	12	27	
2580	12	12	27	
2581	9	7	26	
2582	7	9	26	
2583	9	7	26	
2584	7	9	26	
2585	9	7	26	
2586	7	9	26	
2587	7	9	26	
2588	7	9	26	
2589	6	10	27	
2590	6	10	27	
2591	6	11	28	
2592	10	9	28	
2593	10	9	28	
2594	10	9	28	
2595	10	9	28	
2596	9	10	28	
2597	10	9	28	
2598	9	11	27	
2599	7	14	28	
2600	6	14	29	
2601	6	14	29	
2602	6	14	29	
2603	6	14	29	
2604	6	14	29	
2605	6	14	29	
2606	6	14	29	
2607	6	14	29	
2608	8	14	27	
2609	7	12	25	
2610	7	13	26	
2611	11	11	25	
2612	9	14	28	
2613	9	13	27	
2614	8	18	28	
2615	8	18	28	
2616	8	18	28	
2617	7	19	28	
2618	7	19	28	
2619	7	18	28	
2620	7	18	28	
2621	7	15	27	
2622	7	16	28	
2623	7	16	28	
2624	9	14	26	
2625	8	12	26	
2626	8	12	26	
2627	7	11	28	
2628	7	11	28	
2629	7	9	27	
2630	9	8	28	
2631	7	8	27	
2632	8	12	29	
2633	8	12	29	
2634	8	12	29	
2635	8	11	28	
2636	8	11	28	
2637	9	12	28	
2638	7	10	28	
2639	6	12	28	
2640	6	12	28	
2641	6	12	28	
2642	6	12	28	
2643	6	12	28	
2644	7	11	28	
2645	8	11	28	
2646	9	13	28	
2647	9	13	28	
2648	9	12	28	
2649	9	12	28	
2650	10	12	27	
2651	9	14	27	
2652	9	14	27	
2653	9	14	27	
2654	9	14	27	
2655	10	13	28	
2656	10	13	26	
2657	13	10	26	
2658	12	12	25	
2659	12	12	25	
2660	8	13	26	
2661	8	13	26	
2662	7	18	28	
2663	7	18	28	
2664	13	7	28	
2665	13	11	28	
2666	8	13	28	
2667	7	13	28	
2668	6	13	28	
2669	6	13	28	
2670	10	15	27	
2671	5	12	28	
2672	5	12	28	
2673	12	5	28	
2674	5	12	28	
2675	5	12	28	
2676	5	15	28	
2677	5	15	28	
2678	6	13	27	
2679	6	13	27	
2680	12	7	27	
2681	8	12	28	
2682	12	8	28	
2683	12	8	28	
2684	8	12	28	
2685	6	11	26	
2686	6	11	26	
2687	6	12	28	
2688	6	12	28	
2689	6	12	28	
2690	6	11	28	
2691	6	11	28	
2692	6	12	27	
2693	6	11	28	
2694	7	13	25	
2695	7	13	25	
2696	5	14	24	
2697	5	14	24	
2698	5	14	24	
2699	5	14	24	
2700	6	13	25	
2701	6	13	25	
2702	6	13	25	
2703	5	14	27	
2704	5	14	27	
2705	4	14	28	
2706	4	14	28	
2707	4	14	28	
2708	4	14	28	
2709	6	11	27	
2710	11	6	27	
2711	6	11	27	
2712	4	13	27	
2713	4	13	27	
2714	13	4	27	
2715	5	10	28	
2716	5	10	28	
2717	12	5	28	
2718	5	12	28	
2719	5	12	28	
2720	12	5	28	
2721	12	5	28	
2722	5	12	28	
2723	5	13	28	
2724	5	13	28	
2725	5	13	28	
2726	5	13	28	
2727	12	5	28	
2728	13	6	28	
2729	7	12	28	
2730	9	11	28	
2731	8	13	28	
2732	13	8	29	
2733	9	12	29	
2734	9	12	29	
2735	9	12	29	
2736	10	12	28	
2737	12	10	28	
2738	10	12	28	
2739	12	10	28	
2740	12	11	27	
2741	12	11	27	
2742	12	11	27	
2743	12	11	27	
2744	11	12	27	
2745	13	11	26	
2746	11	13	26	
2747	13	11	26	
2748	10	12	26	
2749	9	13	28	
2750	13	9	28	
2751	13	9	28	
2752	10	12	28	
2753	7	12	28	
2754	8	12	28	
2755	8	12	28	
2756	7	12	28	
2757	7	13	28	
2758	9	13	27	
2759	10	16	28	
2760	9	14	27	
2761	9	14	27	
2762	14	9	27	
2763	9	14	27	
2764	14	12	25	
2765	14	12	25	
2766	12	12	28	
2767	12	12	28	
2768	12	12	28	
2769	11	12	28	
2770	11	12	28	
2771	11	12	28	
2772	12	11	28	
2773	12	11	28	
2774	11	12	28	
2775	11	12	28	
2776	9	8	27	
2777	8	9	27	
2778	9	9	28	
2779	10	10	28	
2780	10	10	28	
2781	10	10	28	
2782	10	10	28	
2783	10	10	28	
2784	10	10	28	
2785	10	10	28	
2786	10	10	28	
2787	10	10	28	
2788	10	10	28	
2789	11	14	28	
2790	11	14	28	
2791	11	14	28	
2792	11	14	28	
2793	11	14	28	
2794	10	8	28	
2795	12	7	28	
2796	7	12	28	
2797	7	12	28	
2798	12	7	28	
2799	7	12	28	
2800	12	9	28	
2801	12	9	28	
2802	11	8	28	
2803	11	8	28	
2804	8	11	28	
2805	8	11	28	
2806	11	8	28	
2807	12	11	27	
2808	9	10	26	
2809	10	9	26	
2810	10	12	27	
2811	12	16	26	
2812	11	14	25	
2813	10	14	27	
2814	11	13	26	
2815	11	13	26	
2816	11	13	25	
2817	11	13	25	
2818	11	13	25	
2819	11	13	25	
2820	11	13	25	
2821	11	13	25	
2822	11	12	25	
2823	11	12	25	
2824	9	13	25	
2825	13	9	25	
2826	9	12	24	
2827	12	9	24	
2828	10	13	26	
2829	8	13	27	
2830	8	13	27	
2831	8	13	27	
2832	8	13	26	
2833	8	13	26	
2834	8	13	26	
2835	9	12	27	
2836	10	12	24	
2837	11	11	22	
2838	11	11	22	
2839	11	10	23	
2840	12	11	18	
2841	12	14	20	
2842	12	19	16	
2843	13	14	14	
2844	10	11	14	
2845	10	11	14	
2846	11	15	18	
2847	11	15	18	
2848	12	12	16	
2849	13	13	16	
2850	13	16	13	
2851	12	15	20	
2852	12	15	20	
2853	13	16	18	
2854	12	15	17	
2855	13	14	17	
2856	12	11	19	
2857	12	11	19	
2858	10	16	19	
2859	10	19	16	
2860	7	14	17	
2861	7	14	17	
2862	8	15	18	
2863	8	15	19	
2864	9	16	16	
2865	9	16	16	
2866	8	17	17	
2867	8	17	17	
2868	8	17	17	
2869	8	17	17	
2870	8	16	15	
2871	8	15	16	
2872	9	12	18	
2873	9	12	18	
2874	9	12	18	
2875	8	13	17	
2876	7	16	19	
2877	7	15	20	
2878	7	15	20	
2879	7	15	20	
2880	9	19	18	
2881	9	19	18	
2882	9	18	19	
2883	9	18	19	
2884	9	14	18	
2885	9	14	18	
2886	11	16	19	
2887	8	17	24	
2888	14	10	19	
2889	13	10	20	
2890	14	8	24	
2891	8	14	24	
2892	8	14	24	
